A.Ilyin, Y.Pronina  Curved pipes subjected to mechanochemical corrosion under pressure: Analytical and numerical estimates of the lifetime ;;;
Data set for constructing the error maps presented in Figure 7;;;
Error_1 is for Figure 7(a), Error_2 is for Figure 7(b), ;;;
##################################;;;
R/ro;h/ro;Error_1;Error_2
42.5;0.0667;0.4166;-0.2261
42.5;0.0714;0.4120;-0.1829
42.5;0.0769;0.3839;-0.1150
42.5;0.0833;0.3858;-0.0588
42.5;0.0909;0.3890;0.0164
42.5;0.1000;0.3763;0.1229
42.5;0.1111;0.4125;0.2247
42.5;0.1250;0.4517;0.3860
42.5;0.1429;0.5478;0.6030
42.5;0.1667;0.7050;0.9487
42.5;0.2000;1.0275;1.5432
42.6;0.0200;0.5881;-0.5934
42.6;0.0204;0.5946;-0.6008
42.6;0.0208;0.6771;-0.6838
42.6;0.0213;0.6899;-0.6940
42.6;0.0217;0.6885;-0.6921
42.6;0.0222;0.6880;-0.6917
42.6;0.0227;0.6856;-0.6876
42.6;0.0233;0.6826;-0.6839
42.6;0.0238;0.6785;-0.6789
42.6;0.0244;0.6738;-0.6731
42.6;0.0250;0.6686;-0.6667
42.6;0.0256;0.6633;-0.6605
42.6;0.0263;0.6560;-0.6546
42.6;0.0270;0.6490;-0.6443
42.6;0.0278;0.6409;-0.6346
42.6;0.0286;0.6319;-0.6232
42.6;0.0294;0.6216;-0.6113
42.6;0.0303;0.6740;-0.6470
42.6;0.0313;0.6643;-0.6397
42.6;0.0323;0.6483;-0.6273
42.6;0.0333;0.6354;-0.6111
42.6;0.0345;0.6217;-0.5956
42.6;0.0357;0.6052;-0.5747
42.6;0.0370;0.5885;-0.5531
42.6;0.0385;0.5713;-0.5292
42.6;0.0400;0.5515;-0.5046
42.6;0.0417;0.5753;-0.5240
42.6;0.0435;0.5552;-0.4941
42.6;0.0455;0.5313;-0.4628
42.6;0.0476;0.5071;-0.4273
42.6;0.0500;0.4824;-0.3933
42.6;0.0526;0.4941;-0.3880
42.6;0.0556;0.4685;-0.3446
42.6;0.0588;0.4393;-0.2988
42.6;0.0625;0.4372;-0.2742
42.6;0.0667;0.4105;-0.2210
42.6;0.0714;0.4096;-0.1807
42.6;0.0769;0.3819;-0.1129
42.6;0.0833;0.3834;-0.0567
42.6;0.0909;0.3871;0.0184
42.6;0.1000;0.3749;0.1248
42.6;0.1111;0.4117;0.2265
42.6;0.1250;0.4517;0.3875
42.6;0.1429;0.5445;0.6043
42.6;0.1667;0.7040;0.9497
42.6;0.2000;1.0236;1.5437
42.7;0.0200;0.5874;-0.5911
42.7;0.0204;0.6741;-0.6786
42.7;0.0208;0.5943;-0.6015
42.7;0.0213;0.6881;-0.6927
42.7;0.0217;0.6868;-0.6906
42.7;0.0222;0.6862;-0.6905
42.7;0.0227;0.6834;-0.6866
42.7;0.0233;0.6808;-0.6822
42.7;0.0238;0.6764;-0.6775
42.7;0.0244;0.6718;-0.6717
42.7;0.0250;0.6667;-0.6651
42.7;0.0256;0.6613;-0.6582
42.7;0.0263;0.6541;-0.6511
42.7;0.0270;0.6470;-0.6420
42.7;0.0278;0.6384;-0.6329
42.7;0.0286;0.6296;-0.6206
42.7;0.0294;0.6191;-0.6084
42.7;0.0303;0.6725;-0.6447
42.7;0.0313;0.6603;-0.6385
42.7;0.0323;0.6456;-0.6247
42.7;0.0333;0.6329;-0.6085
42.7;0.0345;0.6193;-0.5930
42.7;0.0357;0.6037;-0.5729
42.7;0.0370;0.5861;-0.5494
42.7;0.0385;0.5687;-0.5267
42.7;0.0400;0.5487;-0.5017
42.7;0.0417;0.5726;-0.5215
42.7;0.0435;0.5527;-0.4917
42.7;0.0455;0.5287;-0.4604
42.7;0.0476;0.5046;-0.4249
42.7;0.0500;0.4801;-0.3909
42.7;0.0526;0.4915;-0.3845
42.7;0.0556;0.4612;-0.3422
42.7;0.0588;0.4367;-0.2965
42.7;0.0625;0.4349;-0.2726
42.7;0.0667;0.4092;-0.2187
42.7;0.0714;0.4080;-0.1785
42.7;0.0769;0.3799;-0.1108
42.7;0.0833;0.3827;-0.0547
42.7;0.0909;0.3860;0.0203
42.7;0.1000;0.3735;0.1267
42.7;0.1111;0.4075;0.2282
42.7;0.1250;0.4505;0.3891
42.7;0.1429;0.5426;0.6056
42.7;0.1667;0.7031;0.9507
42.7;0.2000;1.0218;1.5442
42.8;0.0200;0.5858;-0.5895
42.8;0.0204;0.6722;-0.6768
42.8;0.0208;0.5925;-0.5996
42.8;0.0213;0.6863;-0.6909
42.8;0.0217;0.6849;-0.6886
42.8;0.0222;0.6841;-0.6883
42.8;0.0227;0.6817;-0.6841
42.8;0.0233;0.6788;-0.6801
42.8;0.0238;0.6745;-0.6751
42.8;0.0244;0.6697;-0.6693
42.8;0.0250;0.6645;-0.6627
42.8;0.0256;0.6590;-0.6561
42.8;0.0263;0.6519;-0.6488
42.8;0.0270;0.6447;-0.6396
42.8;0.0278;0.6365;-0.6297
42.8;0.0286;0.6273;-0.6183
42.8;0.0294;0.6170;-0.6061
42.8;0.0303;0.6702;-0.6421
42.8;0.0313;0.6578;-0.6359
42.8;0.0323;0.6433;-0.6221
42.8;0.0333;0.6304;-0.6056
42.8;0.0345;0.6166;-0.5905
42.8;0.0357;0.6011;-0.5700
42.8;0.0370;0.5837;-0.5465
42.8;0.0385;0.5665;-0.5238
42.8;0.0400;0.5462;-0.4992
42.8;0.0417;0.5700;-0.5186
42.8;0.0435;0.5503;-0.4888
42.8;0.0455;0.5264;-0.4575
42.8;0.0476;0.5021;-0.4225
42.8;0.0500;0.4773;-0.3886
42.8;0.0526;0.4890;-0.3821
42.8;0.0556;0.4640;-0.3399
42.8;0.0588;0.4347;-0.2942
42.8;0.0625;0.4332;-0.2697
42.8;0.0667;0.4065;-0.2165
42.8;0.0714;0.4064;-0.1764
42.8;0.0769;0.3787;-0.1095
42.8;0.0833;0.3794;-0.0527
42.8;0.0909;0.3840;0.0212
42.8;0.1000;0.3720;0.1273
42.8;0.1111;0.4090;0.2299
42.8;0.1250;0.4492;0.3906
42.8;0.1429;0.5452;0.6052
42.8;0.1667;0.7021;0.9516
42.8;0.2000;1.0222;1.5447
42.9;0.0200;0.5841;-0.5876
42.9;0.0204;0.6706;-0.6750
42.9;0.0208;0.5908;-0.5979
42.9;0.0213;0.6845;-0.6889
42.9;0.0217;0.6830;-0.6866
42.9;0.0222;0.6823;-0.6863
42.9;0.0227;0.6798;-0.6820
42.9;0.0233;0.6767;-0.6782
42.9;0.0238;0.6725;-0.6729
42.9;0.0244;0.6677;-0.6672
42.9;0.0250;0.6623;-0.6606
42.9;0.0256;0.6570;-0.6537
42.9;0.0263;0.6497;-0.6464
42.9;0.0270;0.6427;-0.6373
42.9;0.0278;0.6343;-0.6274
42.9;0.0286;0.6250;-0.6160
42.9;0.0294;0.6145;-0.6036
42.9;0.0303;0.6676;-0.6396
42.9;0.0313;0.6553;-0.6333
42.9;0.0323;0.6406;-0.6196
42.9;0.0333;0.6279;-0.6031
42.9;0.0345;0.6142;-0.5880
42.9;0.0357;0.5986;-0.5675
42.9;0.0370;0.5813;-0.5440
42.9;0.0385;0.5639;-0.5213
42.9;0.0400;0.5438;-0.4963
42.9;0.0417;0.5677;-0.5162
42.9;0.0435;0.5478;-0.4863
42.9;0.0455;0.5237;-0.4550
42.9;0.0476;0.4996;-0.4196
42.9;0.0500;0.4750;-0.3862
42.9;0.0526;0.4870;-0.3798
42.9;0.0556;0.4617;-0.3376
42.9;0.0588;0.4327;-0.2919
42.9;0.0625;0.4309;-0.2667
42.9;0.0667;0.4072;-0.2129
42.9;0.0714;0.4040;-0.1742
42.9;0.0769;0.3767;-0.1074
42.9;0.0833;0.3779;-0.0507
42.9;0.0909;0.3830;0.0231
42.9;0.1000;0.3705;0.1292
42.9;0.1111;0.4082;0.2303
42.9;0.1250;0.4479;0.3921
42.9;0.1429;0.5418;0.6082
42.9;0.1667;0.7011;0.9526
42.9;0.2000;1.0225;1.5452
43;0.0200;0.5825;-0.5866
43;0.0204;0.5880;-0.5940
43;0.0208;0.6700;-0.6763
43;0.0213;0.6824;-0.6865
43;0.0217;0.6810;-0.6842
43;0.0222;0.6802;-0.6837
43;0.0227;0.6776;-0.6794
43;0.0233;0.6746;-0.6756
43;0.0238;0.6704;-0.6701
43;0.0244;0.6654;-0.6643
43;0.0250;0.6602;-0.6578
43;0.0256;0.6546;-0.6514
43;0.0263;0.6470;-0.6452
43;0.0270;0.6398;-0.6350
43;0.0278;0.6316;-0.6251
43;0.0286;0.6226;-0.6134
43;0.0294;0.6123;-0.6016
43;0.0303;0.6640;-0.6367
43;0.0313;0.6543;-0.6292
43;0.0323;0.6382;-0.6170
43;0.0333;0.6266;-0.6023
43;0.0345;0.6115;-0.5851
43;0.0357;0.5967;-0.5654
43;0.0370;0.5778;-0.5415
43;0.0385;0.5628;-0.5229
43;0.0400;0.5413;-0.4939
43;0.0417;0.5651;-0.5133
43;0.0435;0.5453;-0.4834
43;0.0455;0.5214;-0.4526
43;0.0476;0.4971;-0.4172
43;0.0500;0.4727;-0.3833
43;0.0526;0.4844;-0.3780
43;0.0556;0.4593;-0.3347
43;0.0588;0.4306;-0.2897
43;0.0625;0.4292;-0.2645
43;0.0667;0.4052;-0.2107
43;0.0714;0.4009;-0.1721
43;0.0769;0.3746;-0.1054
43;0.0833;0.3771;-0.0487
43;0.0909;0.3810;0.0251
43;0.1000;0.3691;0.1310
43;0.1111;0.4062;0.2319
43;0.1250;0.4466;0.3921
43;0.1429;0.5398;0.6095
43;0.1667;0.7001;0.9535
43;0.2000;1.0207;1.5456
43.1;0.0200;0.5807;-0.5854
43.1;0.0204;0.5865;-0.5924
43.1;0.0208;0.6682;-0.6746
43.1;0.0213;0.6807;-0.6845
43.1;0.0217;0.6790;-0.6823
43.1;0.0222;0.6782;-0.6818
43.1;0.0227;0.6757;-0.6772
43.1;0.0233;0.6726;-0.6734
43.1;0.0238;0.6682;-0.6680
43.1;0.0244;0.6633;-0.6623
43.1;0.0250;0.6580;-0.6557
43.1;0.0256;0.6526;-0.6493
43.1;0.0263;0.6448;-0.6429
43.1;0.0270;0.6377;-0.6327
43.1;0.0278;0.6294;-0.6226
43.1;0.0286;0.6206;-0.6109
43.1;0.0294;0.6100;-0.5991
43.1;0.0303;0.6616;-0.6342
43.1;0.0313;0.6518;-0.6266
43.1;0.0323;0.6355;-0.6142
43.1;0.0333;0.6241;-0.5995
43.1;0.0345;0.6091;-0.5822
43.1;0.0357;0.5941;-0.5629
43.1;0.0370;0.5754;-0.5390
43.1;0.0385;0.5605;-0.5201
43.1;0.0400;0.5389;-0.4914
43.1;0.0417;0.5624;-0.5109
43.1;0.0435;0.5428;-0.4810
43.1;0.0455;0.5187;-0.4498
43.1;0.0476;0.4950;-0.4148
43.1;0.0500;0.4704;-0.3810
43.1;0.0526;0.4818;-0.3757
43.1;0.0556;0.4570;-0.3324
43.1;0.0588;0.4280;-0.2874
43.1;0.0625;0.4287;-0.2637
43.1;0.0667;0.4004;-0.2092
43.1;0.0714;0.3985;-0.1700
43.1;0.0769;0.3726;-0.1033
43.1;0.0833;0.3755;-0.0476
43.1;0.0909;0.3799;0.0270
43.1;0.1000;0.3676;0.1328
43.1;0.1111;0.4065;0.2336
43.1;0.1250;0.4453;0.3936
43.1;0.1429;0.5394;0.6108
43.1;0.1667;0.7009;0.9545
43.1;0.2000;1.0210;1.5460
43.2;0.0200;0.5797;-0.5832
43.2;0.0204;0.6414;-0.6475
43.2;0.0208;0.5889;-0.5911
43.2;0.0213;0.6791;-0.6832
43.2;0.0217;0.6773;-0.6808
43.2;0.0222;0.6765;-0.6803
43.2;0.0227;0.6735;-0.6763
43.2;0.0233;0.6707;-0.6718
43.2;0.0238;0.6662;-0.6666
43.2;0.0244;0.6612;-0.6607
43.2;0.0250;0.6560;-0.6539
43.2;0.0256;0.6505;-0.6470
43.2;0.0263;0.6431;-0.6395
43.2;0.0270;0.6359;-0.6305
43.2;0.0278;0.6269;-0.6209
43.2;0.0286;0.6182;-0.6086
43.2;0.0294;0.6075;-0.5962
43.2;0.0303;0.6590;-0.6345
43.2;0.0313;0.6474;-0.6294
43.2;0.0323;0.6331;-0.6117
43.2;0.0333;0.6215;-0.5970
43.2;0.0345;0.6067;-0.5801
43.2;0.0357;0.5915;-0.5601
43.2;0.0370;0.5729;-0.5354
43.2;0.0385;0.5579;-0.5176
43.2;0.0400;0.5364;-0.4886
43.2;0.0417;0.5601;-0.5084
43.2;0.0435;0.5403;-0.4786
43.2;0.0455;0.5164;-0.4474
43.2;0.0476;0.4925;-0.4120
43.2;0.0500;0.4681;-0.3786
43.2;0.0526;0.4797;-0.3722
43.2;0.0556;0.4507;-0.3307
43.2;0.0588;0.4259;-0.2852
43.2;0.0625;0.4250;-0.2622
43.2;0.0667;0.4024;-0.2108
43.2;0.0714;0.3968;-0.1679
43.2;0.0769;0.3713;-0.1021
43.2;0.0833;0.3731;-0.0456
43.2;0.0909;0.3779;0.0278
43.2;0.1000;0.3661;0.1345
43.2;0.1111;0.4011;0.2352
43.2;0.1250;0.4439;0.3951
43.2;0.1429;0.5389;0.6120
43.2;0.1667;0.6998;0.9554
43.2;0.2000;1.0192;1.5492
43.3;0.0200;0.5785;-0.5819
43.3;0.0204;0.6397;-0.6460
43.3;0.0208;0.5871;-0.5893
43.3;0.0213;0.6772;-0.6813
43.3;0.0217;0.6755;-0.6789
43.3;0.0222;0.6746;-0.6784
43.3;0.0227;0.6719;-0.6739
43.3;0.0233;0.6686;-0.6697
43.3;0.0238;0.6642;-0.6643
43.3;0.0244;0.6594;-0.6584
43.3;0.0250;0.6538;-0.6519
43.3;0.0256;0.6481;-0.6448
43.3;0.0263;0.6409;-0.6373
43.3;0.0270;0.6335;-0.6282
43.3;0.0278;0.6252;-0.6180
43.3;0.0286;0.6158;-0.6064
43.3;0.0294;0.6053;-0.5940
43.3;0.0303;0.6566;-0.6317
43.3;0.0313;0.6448;-0.6269
43.3;0.0323;0.6307;-0.6092
43.3;0.0333;0.6192;-0.5945
43.3;0.0345;0.6042;-0.5773
43.3;0.0357;0.5892;-0.5576
43.3;0.0370;0.5704;-0.5325
43.3;0.0385;0.5556;-0.5152
43.3;0.0400;0.5339;-0.4862
43.3;0.0417;0.5574;-0.5056
43.3;0.0435;0.5378;-0.4758
43.3;0.0455;0.5140;-0.4445
43.3;0.0476;0.4899;-0.4096
43.3;0.0500;0.4658;-0.3763
43.3;0.0526;0.4777;-0.3700
43.3;0.0556;0.4528;-0.3279
43.3;0.0588;0.4238;-0.2830
43.3;0.0625;0.4226;-0.2600
43.3;0.0667;0.4003;-0.2086
43.3;0.0714;0.3951;-0.1658
43.3;0.0769;0.3693;-0.1010
43.3;0.0833;0.3714;-0.0437
43.3;0.0909;0.3767;0.0297
43.3;0.1000;0.3645;0.1352
43.3;0.1111;0.4025;0.2369
43.3;0.1250;0.4439;0.3966
43.3;0.1429;0.5370;0.6132
43.3;0.1667;0.6988;0.9563
43.3;0.2000;1.0195;1.5496
43.4;0.0200;0.5768;-0.5803
43.4;0.0204;0.6621;-0.6663
43.4;0.0208;0.5822;-0.5891
43.4;0.0213;0.6753;-0.6794
43.4;0.0217;0.6735;-0.6770
43.4;0.0222;0.6727;-0.6763
43.4;0.0227;0.6701;-0.6718
43.4;0.0233;0.6667;-0.6676
43.4;0.0238;0.6622;-0.6622
43.4;0.0244;0.6572;-0.6563
43.4;0.0250;0.6518;-0.6496
43.4;0.0256;0.6460;-0.6425
43.4;0.0263;0.6389;-0.6350
43.4;0.0270;0.6314;-0.6257
43.4;0.0278;0.6229;-0.6155
43.4;0.0286;0.6134;-0.6039
43.4;0.0294;0.6030;-0.5915
43.4;0.0303;0.6560;-0.6266
43.4;0.0313;0.6432;-0.6204
43.4;0.0323;0.6283;-0.6067
43.4;0.0333;0.6166;-0.5917
43.4;0.0345;0.6018;-0.5748
43.4;0.0357;0.5866;-0.5552
43.4;0.0370;0.5680;-0.5301
43.4;0.0385;0.5529;-0.5124
43.4;0.0400;0.5314;-0.4838
43.4;0.0417;0.5551;-0.5032
43.4;0.0435;0.5352;-0.4734
43.4;0.0455;0.5117;-0.4422
43.4;0.0476;0.4878;-0.4073
43.4;0.0500;0.4634;-0.3735
43.4;0.0526;0.4750;-0.3677
43.4;0.0556;0.4505;-0.3256
43.4;0.0588;0.4217;-0.2801
43.4;0.0625;0.4202;-0.2564
43.4;0.0667;0.3949;-0.2043
43.4;0.0714;0.3926;-0.1637
43.4;0.0769;0.3672;-0.0989
43.4;0.0833;0.3698;-0.0417
43.4;0.0909;0.3747;0.0315
43.4;0.1000;0.3630;0.1369
43.4;0.1111;0.4016;0.2372
43.4;0.1250;0.4425;0.3980
43.4;0.1429;0.5365;0.6145
43.4;0.1667;0.6978;0.9572
43.4;0.2000;1.0198;1.5500
43.5;0.0200;0.5754;-0.5787
43.5;0.0204;0.6368;-0.6418
43.5;0.0208;0.5841;-0.5857
43.5;0.0213;0.6736;-0.6774
43.5;0.0217;0.6717;-0.6751
43.5;0.0222;0.6706;-0.6744
43.5;0.0227;0.6677;-0.6702
43.5;0.0233;0.6648;-0.6656
43.5;0.0238;0.6600;-0.6604
43.5;0.0244;0.6551;-0.6540
43.5;0.0250;0.6498;-0.6473
43.5;0.0256;0.6439;-0.6402
43.5;0.0263;0.6364;-0.6325
43.5;0.0270;0.6293;-0.6234
43.5;0.0278;0.6204;-0.6139
43.5;0.0286;0.6113;-0.6014
43.5;0.0294;0.6007;-0.5893
43.5;0.0303;0.6523;-0.6257
43.5;0.0313;0.6393;-0.6219
43.5;0.0323;0.6258;-0.6039
43.5;0.0333;0.6143;-0.5896
43.5;0.0345;0.5993;-0.5720
43.5;0.0357;0.5843;-0.5524
43.5;0.0370;0.5655;-0.5277
43.5;0.0385;0.5506;-0.5100
43.5;0.0400;0.5289;-0.4810
43.5;0.0417;0.5527;-0.5004
43.5;0.0435;0.5327;-0.4706
43.5;0.0455;0.5094;-0.4399
43.5;0.0476;0.4852;-0.4045
43.5;0.0500;0.4610;-0.3712
43.5;0.0526;0.4729;-0.3654
43.5;0.0556;0.4442;-0.3240
43.5;0.0588;0.4196;-0.2779
43.5;0.0625;0.4185;-0.2550
43.5;0.0667;0.3928;-0.2015
43.5;0.0714;0.3909;-0.1617
43.5;0.0769;0.3659;-0.0952
43.5;0.0833;0.3690;-0.0398
43.5;0.0909;0.3736;0.0334
43.5;0.1000;0.3615;0.1386
43.5;0.1111;0.3984;0.2388
43.5;0.1250;0.4412;0.3995
43.5;0.1429;0.5375;0.6139
43.5;0.1667;0.7020;0.9581
43.5;0.2000;1.0222;1.5531
43.6;0.0200;0.5731;-0.5782
43.6;0.0204;0.5783;-0.5839
43.6;0.0208;0.6593;-0.6653
43.6;0.0213;0.6714;-0.6749
43.6;0.0217;0.6696;-0.6725
43.6;0.0222;0.6687;-0.6719
43.6;0.0227;0.6661;-0.6672
43.6;0.0233;0.6627;-0.6630
43.6;0.0238;0.6582;-0.6574
43.6;0.0244;0.6530;-0.6515
43.6;0.0250;0.6473;-0.6448
43.6;0.0256;0.6417;-0.6380
43.6;0.0263;0.6339;-0.6316
43.6;0.0270;0.6266;-0.6212
43.6;0.0278;0.6181;-0.6108
43.6;0.0286;0.6091;-0.5992
43.6;0.0294;0.5985;-0.5872
43.6;0.0303;0.6493;-0.6217
43.6;0.0313;0.6395;-0.6142
43.6;0.0323;0.6234;-0.6015
43.6;0.0333;0.6117;-0.5868
43.6;0.0345;0.5968;-0.5696
43.6;0.0357;0.5816;-0.5500
43.6;0.0370;0.5630;-0.5261
43.6;0.0385;0.5483;-0.5072
43.6;0.0400;0.5263;-0.4786
43.6;0.0417;0.5500;-0.4980
43.6;0.0435;0.5306;-0.4683
43.6;0.0455;0.5066;-0.4371
43.6;0.0476;0.4831;-0.4022
43.6;0.0500;0.4587;-0.3689
43.6;0.0526;0.4708;-0.3632
43.6;0.0556;0.4457;-0.3206
43.6;0.0588;0.4175;-0.2757
43.6;0.0625;0.4167;-0.2521
43.6;0.0667;0.3907;-0.2001
43.6;0.0714;0.3891;-0.1596
43.6;0.0769;0.3638;-0.0941
43.6;0.0833;0.3656;-0.0388
43.6;0.0909;0.3715;0.0352
43.6;0.1000;0.3609;0.1404
43.6;0.1111;0.3987;0.2404
43.6;0.1250;0.4424;0.3994
43.6;0.1429;0.5355;0.6151
43.6;0.1667;0.6956;0.9589
43.6;0.2000;1.0246;1.5507
43.7;0.0200;0.5719;-0.5761
43.7;0.0204;0.5768;-0.5824
43.7;0.0208;0.6575;-0.6636
43.7;0.0213;0.6697;-0.6730
43.7;0.0217;0.6678;-0.6707
43.7;0.0222;0.6667;-0.6698
43.7;0.0227;0.6636;-0.6656
43.7;0.0233;0.6605;-0.6610
43.7;0.0238;0.6559;-0.6556
43.7;0.0244;0.6508;-0.6495
43.7;0.0250;0.6452;-0.6425
43.7;0.0256;0.6396;-0.6357
43.7;0.0263;0.6318;-0.6294
43.7;0.0270;0.6245;-0.6187
43.7;0.0278;0.6153;-0.6092
43.7;0.0286;0.6067;-0.5967
43.7;0.0294;0.5962;-0.5847
43.7;0.0303;0.6469;-0.6192
43.7;0.0313;0.6372;-0.6114
43.7;0.0323;0.6209;-0.5990
43.7;0.0333;0.6081;-0.5826
43.7;0.0345;0.5944;-0.5668
43.7;0.0357;0.5775;-0.5460
43.7;0.0370;0.5608;-0.5241
43.7;0.0385;0.5421;-0.5003
43.7;0.0400;0.5242;-0.4758
43.7;0.0417;0.5476;-0.4953
43.7;0.0435;0.5280;-0.4655
43.7;0.0455;0.5042;-0.4348
43.7;0.0476;0.4805;-0.3999
43.7;0.0500;0.4563;-0.3667
43.7;0.0526;0.4681;-0.3609
43.7;0.0556;0.4388;-0.3184
43.7;0.0588;0.4154;-0.2736
43.7;0.0625;0.4142;-0.2500
43.7;0.0667;0.3885;-0.1980
43.7;0.0714;0.3881;-0.1584
43.7;0.0769;0.3625;-0.0921
43.7;0.0833;0.3656;-0.0369
43.7;0.0909;0.3703;0.0360
43.7;0.1000;0.3594;0.1409
43.7;0.1111;0.3955;0.2420
43.7;0.1250;0.4397;0.4008
43.7;0.1429;0.5335;0.6163
43.7;0.1667;0.6963;0.9598
43.7;0.2000;1.0184;1.5510
43.8;0.0200;0.5702;-0.5750
43.8;0.0204;0.5752;-0.5807
43.8;0.0208;0.6558;-0.6617
43.8;0.0213;0.6679;-0.6711
43.8;0.0217;0.6660;-0.6686
43.8;0.0222;0.6648;-0.6677
43.8;0.0227;0.6622;-0.6631
43.8;0.0233;0.6586;-0.6590
43.8;0.0238;0.6541;-0.6534
43.8;0.0244;0.6489;-0.6473
43.8;0.0250;0.6432;-0.6403
43.8;0.0256;0.6374;-0.6338
43.8;0.0263;0.6295;-0.6272
43.8;0.0270;0.6223;-0.6165
43.8;0.0278;0.6138;-0.6064
43.8;0.0286;0.6045;-0.5946
43.8;0.0294;0.5939;-0.5823
43.8;0.0303;0.6447;-0.6168
43.8;0.0313;0.6349;-0.6090
43.8;0.0323;0.6187;-0.5966
43.8;0.0333;0.6057;-0.5802
43.8;0.0345;0.5918;-0.5644
43.8;0.0357;0.5752;-0.5433
43.8;0.0370;0.5587;-0.5217
43.8;0.0385;0.5397;-0.4975
43.8;0.0400;0.5216;-0.4735
43.8;0.0417;0.5453;-0.4929
43.8;0.0435;0.5254;-0.4632
43.8;0.0455;0.5018;-0.4325
43.8;0.0476;0.4783;-0.3971
43.8;0.0500;0.4544;-0.3639
43.8;0.0526;0.4660;-0.3587
43.8;0.0556;0.4414;-0.3162
43.8;0.0588;0.4132;-0.2714
43.8;0.0625;0.4124;-0.2472
43.8;0.0667;0.3898;-0.1937
43.8;0.0714;0.3864;-0.1564
43.8;0.0769;0.3604;-0.0902
43.8;0.0833;0.3631;-0.0350
43.8;0.0909;0.3691;0.0378
43.8;0.1000;0.3578;0.1426
43.8;0.1111;0.3968;0.2435
43.8;0.1250;0.4383;0.4022
43.8;0.1429;0.5330;0.6174
43.8;0.1667;0.6952;0.9606
43.8;0.2000;1.0165;1.5514
43.9;0.0200;0.5689;-0.5737
43.9;0.0204;0.5736;-0.5790
43.9;0.0208;0.6542;-0.6599
43.9;0.0213;0.6662;-0.6693
43.9;0.0217;0.6641;-0.6667
43.9;0.0222;0.6630;-0.6659
43.9;0.0227;0.6601;-0.6611
43.9;0.0233;0.6566;-0.6569
43.9;0.0238;0.6520;-0.6511
43.9;0.0244;0.6470;-0.6450
43.9;0.0250;0.6411;-0.6381
43.9;0.0256;0.6355;-0.6316
43.9;0.0263;0.6275;-0.6250
43.9;0.0270;0.6201;-0.6144
43.9;0.0278;0.6115;-0.6040
43.9;0.0286;0.6024;-0.5921
43.9;0.0294;0.5915;-0.5801
43.9;0.0303;0.6422;-0.6144
43.9;0.0313;0.6326;-0.6066
43.9;0.0323;0.6162;-0.5938
43.9;0.0333;0.6034;-0.5778
43.9;0.0345;0.5893;-0.5620
43.9;0.0357;0.5728;-0.5409
43.9;0.0370;0.5561;-0.5193
43.9;0.0385;0.5374;-0.4952
43.9;0.0400;0.5195;-0.4711
43.9;0.0417;0.5429;-0.4902
43.9;0.0435;0.5232;-0.4604
43.9;0.0455;0.4999;-0.4297
43.9;0.0476;0.4761;-0.3948
43.9;0.0500;0.4520;-0.3616
43.9;0.0526;0.4638;-0.3565
43.9;0.0556;0.4395;-0.3140
43.9;0.0588;0.4111;-0.2693
43.9;0.0625;0.4118;-0.2465
43.9;0.0667;0.3843;-0.1924
43.9;0.0714;0.3846;-0.1543
43.9;0.0769;0.3590;-0.0882
43.9;0.0833;0.3614;-0.0332
43.9;0.0909;0.3670;0.0396
43.9;0.1000;0.3562;0.1443
43.9;0.1111;0.3959;0.2438
43.9;0.1250;0.4395;0.4036
43.9;0.1429;0.5325;0.6186
43.9;0.1667;0.6941;0.9614
43.9;0.2000;1.0167;1.5544
44;0.0200;0.5680;-0.5710
44;0.0204;0.6286;-0.6342
44;0.0208;0.5754;-0.5771
44;0.0213;0.6644;-0.6681
44;0.0217;0.6624;-0.6654
44;0.0222;0.6613;-0.6646
44;0.0227;0.6581;-0.6602
44;0.0233;0.6549;-0.6554
44;0.0238;0.6500;-0.6499
44;0.0244;0.6448;-0.6436
44;0.0250;0.6393;-0.6367
44;0.0256;0.6333;-0.6291
44;0.0263;0.6257;-0.6214
44;0.0270;0.6185;-0.6122
44;0.0278;0.6092;-0.6024
44;0.0286;0.6002;-0.5900
44;0.0294;0.5895;-0.5774
44;0.0303;0.6397;-0.6148
44;0.0313;0.6281;-0.6091
44;0.0323;0.6137;-0.5914
44;0.0333;0.6011;-0.5750
44;0.0345;0.5872;-0.5596
44;0.0357;0.5715;-0.5393
44;0.0370;0.5539;-0.5158
44;0.0385;0.5350;-0.4928
44;0.0400;0.5169;-0.4684
44;0.0417;0.5405;-0.4879
44;0.0435;0.5206;-0.4581
44;0.0455;0.4975;-0.4274
44;0.0476;0.4740;-0.3926
44;0.0500;0.4495;-0.3594
44;0.0526;0.4617;-0.3532
44;0.0556;0.4326;-0.3118
44;0.0588;0.4089;-0.2671
44;0.0625;0.4087;-0.2451
44;0.0667;0.3868;-0.1940
44;0.0714;0.3828;-0.1524
44;0.0769;0.3569;-0.0880
44;0.0833;0.3614;-0.0304
44;0.0909;0.3658;0.0414
44;0.1000;0.3556;0.1460
44;0.1111;0.3926;0.2466
44;0.1250;0.4368;0.4049
44;0.1429;0.5319;0.6197
44;0.1667;0.6983;0.9622
44;0.2000;1.0170;1.5547
44.1;0.0200;0.5657;-0.5703
44.1;0.0204;0.5704;-0.5757
44.1;0.0208;0.6506;-0.6564
44.1;0.0213;0.6624;-0.6656
44.1;0.0217;0.6604;-0.6629
44.1;0.0222;0.6593;-0.6619
