A.Ilyin, Y.Pronina  Curved pipes subjected to mechanochemical corrosion under pressure: Analytical and numerical estimates of the lifetime ;;;
Data set for constructing the error maps presented in Figure 7;;;
Error_1 is for Figure 7(a), Error_2 is for Figure 7(b), ;;;
##################################;;;
R/ro;h/ro;Error_1;Error_2
3.4;0.1250;8.3355;-10.5363
3.4;0.1429;9.2436;-11.9381
3.4;0.1667;10.0472;-13.1813
3.4;0.2000;10.5760;-13.8375
3.5;0.0200;0.4432;-0.5114
3.5;0.0204;0.4405;-0.5103
3.5;0.0208;0.5470;-0.6219
3.5;0.0213;0.5603;-0.6346
3.5;0.0217;0.5696;-0.6454
3.5;0.0222;0.5804;-0.6577
3.5;0.0227;0.5906;-0.6692
3.5;0.0233;0.6018;-0.6820
3.5;0.0238;0.6131;-0.6951
3.5;0.0244;0.6255;-0.7093
3.5;0.0250;0.6390;-0.7247
3.5;0.0256;0.6544;-0.7422
3.5;0.0263;0.6738;-0.7647
3.5;0.0270;0.6914;-0.7846
3.5;0.0278;0.7110;-0.8067
3.5;0.0286;0.7328;-0.8306
3.5;0.0294;0.7576;-0.8581
3.5;0.0303;0.8563;-0.9485
3.5;0.0313;0.8893;-0.9904
3.5;0.0323;0.9256;-1.0392
3.5;0.0333;0.9754;-1.0912
3.5;0.0345;1.0275;-1.1502
3.5;0.0357;1.0845;-1.2124
3.5;0.0370;1.1495;-1.2843
3.5;0.0385;1.2261;-1.3684
3.5;0.0400;1.3136;-1.4639
3.5;0.0417;1.4851;-1.6517
3.5;0.0435;1.6038;-1.7848
3.5;0.0455;1.7416;-1.9393
3.5;0.0476;1.9018;-2.1164
3.5;0.0500;2.0831;-2.3234
3.5;0.0526;2.3707;-2.6375
3.5;0.0556;2.6129;-2.9225
3.5;0.0588;2.8950;-3.2538
3.5;0.0625;3.2781;-3.6992
3.5;0.0667;3.6584;-4.1553
3.5;0.0714;4.1394;-4.7440
3.5;0.0769;4.6288;-5.3628
3.5;0.0833;5.2364;-6.1383
3.5;0.0909;5.9090;-7.0275
3.5;0.1000;6.6065;-7.9863
3.5;0.1111;7.4491;-9.1797
3.5;0.1250;8.2889;-10.4215
3.5;0.1429;9.1493;-11.7296
3.5;0.1667;9.8905;-12.8404
3.5;0.2000;10.3503;-13.3289
3.6;0.0200;0.4313;-0.4953
3.6;0.0204;0.4281;-0.4946
3.6;0.0208;0.5350;-0.6054
3.6;0.0213;0.5484;-0.6181
3.6;0.0217;0.5572;-0.6292
3.6;0.0222;0.5683;-0.6415
3.6;0.0227;0.5782;-0.6512
3.6;0.0233;0.5895;-0.6640
3.6;0.0238;0.6020;-0.6787
3.6;0.0244;0.6145;-0.6924
3.6;0.0250;0.6286;-0.7086
3.6;0.0256;0.6445;-0.7266
3.6;0.0263;0.6635;-0.7502
3.6;0.0270;0.6822;-0.7709
3.6;0.0278;0.7059;-0.7859
3.6;0.0286;0.7294;-0.8097
3.6;0.0294;0.7522;-0.8470
3.6;0.0303;0.8533;-0.9389
3.6;0.0313;0.8886;-0.9828
3.6;0.0323;0.9269;-1.0340
3.6;0.0333;0.9791;-1.0886
3.6;0.0345;1.0312;-1.1472
3.6;0.0357;1.0903;-1.2116
3.6;0.0370;1.1625;-1.2900
3.6;0.0385;1.2424;-1.3777
3.6;0.0400;1.3335;-1.4767
3.6;0.0417;1.5104;-1.6716
3.6;0.0435;1.6356;-1.8056
3.6;0.0455;1.7756;-1.9662
3.6;0.0476;1.9403;-2.1470
3.6;0.0500;2.1253;-2.3591
3.6;0.0526;2.4169;-2.6810
3.6;0.0556;2.6600;-2.9626
3.6;0.0588;2.9475;-3.3021
3.6;0.0625;3.3328;-3.7518
3.6;0.0667;3.7132;-4.2032
3.6;0.0714;4.1946;-4.7955
3.6;0.0769;4.6772;-5.4050
3.6;0.0833;5.2847;-6.1766
3.6;0.0909;5.9375;-7.0403
3.6;0.1000;6.6158;-7.9699
3.6;0.1111;7.4320;-9.1206
3.6;0.1250;8.2363;-10.2990
3.6;0.1429;9.0492;-11.5169
3.6;0.1667;9.7321;-12.5037
3.6;0.2000;10.1197;-12.8428
3.7;0.0200;0.4201;-0.4801
3.7;0.0204;0.4169;-0.4783
3.7;0.0208;0.5233;-0.5889
3.7;0.0213;0.5369;-0.6035
3.7;0.0217;0.5471;-0.6134
3.7;0.0222;0.5581;-0.6259
3.7;0.0227;0.5681;-0.6379
3.7;0.0233;0.5798;-0.6508
3.7;0.0238;0.5917;-0.6641
3.7;0.0244;0.6051;-0.6788
3.7;0.0250;0.6196;-0.6946
3.7;0.0256;0.6364;-0.7132
3.7;0.0263;0.6567;-0.7365
3.7;0.0270;0.6760;-0.7581
3.7;0.0278;0.6972;-0.7824
3.7;0.0286;0.7219;-0.8079
3.7;0.0294;0.7494;-0.8381
3.7;0.0303;0.8528;-0.9327
3.7;0.0313;0.8903;-0.9784
3.7;0.0323;0.9321;-1.0308
3.7;0.0333;0.9818;-1.0845
3.7;0.0345;1.0404;-1.1510
3.7;0.0357;1.1051;-1.2220
3.7;0.0370;1.1776;-1.2989
3.7;0.0385;1.2592;-1.3862
3.7;0.0400;1.3555;-1.4922
3.7;0.0417;1.5374;-1.6925
3.7;0.0435;1.6666;-1.8308
3.7;0.0455;1.8101;-1.9949
3.7;0.0476;1.9791;-2.1800
3.7;0.0500;2.1677;-2.3961
3.7;0.0526;2.4649;-2.7225
3.7;0.0556;2.7115;-3.0120
3.7;0.0588;3.0074;-3.3588
3.7;0.0625;3.3859;-3.8000
3.7;0.0667;3.7654;-4.2509
3.7;0.0714;4.2427;-4.8366
3.7;0.0769;4.7239;-5.4431
3.7;0.0833;5.3128;-6.1968
3.7;0.0909;5.9559;-7.0548
3.7;0.1000;6.6190;-7.9486
3.7;0.1111;7.4058;-9.0559
3.7;0.1250;8.1776;-10.1719
3.7;0.1429;8.9425;-11.2993
3.7;0.1667;9.5702;-12.1722
3.7;0.2000;9.8995;-12.3673
3.8;0.0200;0.4094;-0.4659
3.8;0.0204;0.4061;-0.4647
3.8;0.0208;0.5129;-0.5752
3.8;0.0213;0.5287;-0.5867
3.8;0.0217;0.5367;-0.6001
3.8;0.0222;0.5482;-0.6127
3.8;0.0227;0.5583;-0.6225
3.8;0.0233;0.5702;-0.6359
3.8;0.0238;0.5830;-0.6499
3.8;0.0244;0.5970;-0.6655
3.8;0.0250;0.6123;-0.6826
3.8;0.0256;0.6288;-0.7011
3.8;0.0263;0.6500;-0.7268
3.8;0.0270;0.6706;-0.7490
3.8;0.0278;0.6963;-0.7661
3.8;0.0286;0.7190;-0.8007
3.8;0.0294;0.7482;-0.8323
3.8;0.0303;0.8546;-0.9290
3.8;0.0313;0.8940;-0.9770
3.8;0.0323;0.9379;-1.0315
3.8;0.0333;0.9901;-1.0875
3.8;0.0345;1.0517;-1.1568
3.8;0.0357;1.1193;-1.2305
3.8;0.0370;1.1947;-1.3107
3.8;0.0385;1.2791;-1.4008
3.8;0.0400;1.3790;-1.5104
3.8;0.0417;1.5660;-1.7159
3.8;0.0435;1.6989;-1.8576
3.8;0.0455;1.8457;-2.0257
3.8;0.0476;2.0180;-2.2144
3.8;0.0500;2.2097;-2.4335
3.8;0.0526;2.5098;-2.7644
3.8;0.0556;2.7579;-3.0519
3.8;0.0588;3.0483;-3.3948
3.8;0.0625;3.4347;-3.8481
3.8;0.0667;3.8142;-4.2958
3.8;0.0714;4.2887;-4.8779
3.8;0.0769;4.7633;-5.4764
3.8;0.0833;5.3501;-6.2222
3.8;0.0909;5.9747;-7.0485
3.8;0.1000;6.6163;-7.9193
3.8;0.1111;7.3806;-8.9855
3.8;0.1250;8.1139;-10.0408
3.8;0.1429;8.8374;-11.0865
3.8;0.1667;9.4074;-11.8453
3.8;0.2000;9.6785;-11.9122
3.9;0.0200;0.3995;-0.4525
3.9;0.0204;0.3961;-0.4507
3.9;0.0208;0.5030;-0.5611
3.9;0.0213;0.5181;-0.5772
3.9;0.0217;0.5285;-0.5872
3.9;0.0222;0.5403;-0.6000
3.9;0.0227;0.5507;-0.6124
3.9;0.0233;0.5631;-0.6258
3.9;0.0238;0.5762;-0.6399
3.9;0.0244;0.5905;-0.6556
3.9;0.0250;0.6062;-0.6726
3.9;0.0256;0.6247;-0.6925
3.9;0.0263;0.6463;-0.7172
3.9;0.0270;0.6678;-0.7407
3.9;0.0278;0.6912;-0.7672
3.9;0.0286;0.7188;-0.7950
3.9;0.0294;0.7494;-0.8281
3.9;0.0303;0.8582;-0.9279
3.9;0.0313;0.8998;-0.9781
3.9;0.0323;0.9460;-1.0347
3.9;0.0333;1.0007;-1.0929
3.9;0.0345;1.0650;-1.1649
3.9;0.0357;1.1348;-1.2415
3.9;0.0370;1.2136;-1.3246
3.9;0.0385;1.3007;-1.4175
3.9;0.0400;1.4036;-1.5304
3.9;0.0417;1.5955;-1.7406
3.9;0.0435;1.7316;-1.8857
3.9;0.0455;1.8819;-2.0572
3.9;0.0476;2.0568;-2.2492
3.9;0.0500;2.2514;-2.4716
3.9;0.0526;2.5552;-2.8062
3.9;0.0556;2.8060;-3.1001
3.9;0.0588;3.0910;-3.4339
3.9;0.0625;3.4821;-3.8917
3.9;0.0667;3.8600;-4.3379
3.9;0.0714;4.3311;-4.9157
3.9;0.0769;4.7986;-5.5050
3.9;0.0833;5.3685;-6.2335
3.9;0.0909;5.9862;-7.0438
3.9;0.1000;6.6082;-7.8864
3.9;0.1111;7.3462;-8.9086
3.9;0.1250;8.0460;-9.9059
3.9;0.1429;8.7245;-10.8703
3.9;0.1667;9.2435;-11.5255
3.9;0.2000;9.4599;-11.4730
4;0.0200;0.3901;-0.4402
4;0.0204;0.3869;-0.4382
4;0.0208;0.4944;-0.5499
4;0.0213;0.5102;-0.5658
4;0.0217;0.5209;-0.5759
4;0.0222;0.5330;-0.5892
4;0.0227;0.5439;-0.6020
4;0.0233;0.5567;-0.6159
4;0.0238;0.5703;-0.6305
4;0.0244;0.5852;-0.6465
4;0.0250;0.6018;-0.6642
4;0.0256;0.6209;-0.6852
4;0.0263;0.6438;-0.7107
4;0.0270;0.6663;-0.7350
4;0.0278;0.6909;-0.7627
4;0.0286;0.7200;-0.7921
4;0.0294;0.7520;-0.8265
4;0.0303;0.8635;-0.9290
4;0.0313;0.9074;-0.9811
4;0.0323;0.9557;-1.0399
4;0.0333;1.0127;-1.1006
4;0.0345;1.0795;-1.1752
4;0.0357;1.1523;-1.2545
4;0.0370;1.2337;-1.3405
4;0.0385;1.3239;-1.4362
4;0.0400;1.4294;-1.5523
4;0.0417;1.6257;-1.7671
4;0.0435;1.7647;-1.9153
4;0.0455;1.9178;-2.0897
4;0.0476;2.0957;-2.2846
4;0.0500;2.2924;-2.5092
4;0.0526;2.6001;-2.8474
4;0.0556;2.8512;-3.1426
4;0.0588;3.1361;-3.4768
4;0.0625;3.5279;-3.9347
4;0.0667;3.9019;-4.3773
4;0.0714;4.3688;-4.9494
4;0.0769;4.8293;-5.5298
4;0.0833;5.3879;-6.2429
4;0.0909;5.9922;-7.0347
4;0.1000;6.5947;-7.8469
4;0.1111;7.3040;-8.8278
4;0.1250;7.9740;-9.7678
4;0.1429;8.6100;-10.6503
4;0.1667;9.0814;-11.2113
4;0.2000;9.2470;-11.0518
4.1;0.0200;0.3816;-0.4288
4.1;0.0204;0.3788;-0.4271
4.1;0.0208;0.4862;-0.5382
4.1;0.0213;0.5037;-0.5550
4.1;0.0217;0.5141;-0.5662
4.1;0.0222;0.5267;-0.5798
4.1;0.0227;0.5381;-0.5930
4.1;0.0233;0.5514;-0.6074
4.1;0.0238;0.5658;-0.6222
4.1;0.0244;0.5813;-0.6392
4.1;0.0250;0.5987;-0.6578
4.1;0.0256;0.6189;-0.6796
4.1;0.0263;0.6425;-0.7058
4.1;0.0270;0.6662;-0.7314
4.1;0.0278;0.6921;-0.7604
4.1;0.0286;0.7221;-0.7915
4.1;0.0294;0.7560;-0.8270
4.1;0.0303;0.8707;-0.9320
4.1;0.0313;0.9166;-0.9866
4.1;0.0323;0.9656;-1.0485
4.1;0.0333;1.0303;-1.1152
4.1;0.0345;1.0953;-1.1868
4.1;0.0357;1.1674;-1.2640
4.1;0.0370;1.2549;-1.3580
4.1;0.0385;1.3501;-1.4607
4.1;0.0400;1.4564;-1.5750
4.1;0.0417;1.6565;-1.7947
4.1;0.0435;1.7983;-1.9457
4.1;0.0455;1.9536;-2.1228
4.1;0.0476;2.1337;-2.3203
4.1;0.0500;2.3323;-2.5468
4.1;0.0526;2.6429;-2.8881
4.1;0.0556;2.8940;-3.1836
4.1;0.0588;3.1785;-3.5176
4.1;0.0625;3.5684;-3.9750
4.1;0.0667;3.9407;-4.4136
4.1;0.0714;4.4040;-4.9838
4.1;0.0769;4.8539;-5.5505
4.1;0.0833;5.4044;-6.2496
4.1;0.0909;5.9955;-7.0205
4.1;0.1000;6.5779;-7.8030
4.1;0.1111;7.2645;-8.7434
4.1;0.1250;7.8987;-9.6260
4.1;0.1429;8.4955;-10.4382
4.1;0.1667;8.9215;-10.9015
4.1;0.2000;9.0378;-10.6480
4.2;0.0200;0.3737;-0.4184
4.2;0.0204;0.3712;-0.4175
4.2;0.0208;0.4796;-0.5292
4.2;0.0213;0.4984;-0.5437
4.2;0.0217;0.5078;-0.5583
4.2;0.0222;0.5210;-0.5722
4.2;0.0227;0.5335;-0.5853
4.2;0.0233;0.5467;-0.5984
4.2;0.0238;0.5617;-0.6147
4.2;0.0244;0.5787;-0.6334
4.2;0.0250;0.5970;-0.6529
4.2;0.0256;0.6180;-0.6755
4.2;0.0263;0.6417;-0.7035
4.2;0.0270;0.6668;-0.7301
4.2;0.0278;0.6948;-0.7597
4.2;0.0286;0.7263;-0.7923
4.2;0.0294;0.7619;-0.8292
4.2;0.0303;0.8791;-0.9373
4.2;0.0313;0.9273;-0.9937
4.2;0.0323;0.9795;-1.0567
4.2;0.0333;1.0470;-1.1267
4.2;0.0345;1.1128;-1.2006
4.2;0.0357;1.1870;-1.2803
4.2;0.0370;1.2744;-1.3736
4.2;0.0385;1.3751;-1.4823
4.2;0.0400;1.4834;-1.5991
4.2;0.0417;1.6896;-1.8216
4.2;0.0435;1.8319;-1.9764
4.2;0.0455;1.9896;-2.1561
4.2;0.0476;2.1707;-2.3559
4.2;0.0500;2.3713;-2.5841
4.2;0.0526;2.6839;-2.9252
4.2;0.0556;2.9346;-3.2206
4.2;0.0588;3.2339;-3.5716
4.2;0.0625;3.6093;-4.0112
4.2;0.0667;3.9762;-4.4467
4.2;0.0714;4.4406;-5.0081
4.2;0.0769;4.8756;-5.5678
4.2;0.0833;5.4166;-6.2522
4.2;0.0909;5.9935;-7.0001
4.2;0.1000;6.5561;-7.7550
4.2;0.1111;7.2179;-8.6537
4.2;0.1250;7.8204;-9.4837
4.2;0.1429;8.3802;-10.2252
4.2;0.1667;8.7568;-10.6046
4.2;0.2000;8.8316;-10.2556
4.3;0.0200;0.3665;-0.4089
4.3;0.0204;0.3644;-0.4078
4.3;0.0208;0.4202;-0.4582
4.3;0.0213;0.4926;-0.5385
4.3;0.0217;0.5038;-0.5505
4.3;0.0222;0.5160;-0.5628
4.3;0.0227;0.5299;-0.5790
4.3;0.0233;0.5450;-0.5944
4.3;0.0238;0.5603;-0.6109
4.3;0.0244;0.5774;-0.6291
4.3;0.0250;0.5965;-0.6495
4.3;0.0256;0.6177;-0.6724
4.3;0.0263;0.6434;-0.7020
4.3;0.0270;0.6738;-0.7190
4.3;0.0278;0.7018;-0.7528
4.3;0.0286;0.7319;-0.7942
4.3;0.0294;0.7689;-0.8333
4.3;0.0303;0.8893;-0.9438
4.3;0.0313;0.9392;-1.0027
4.3;0.0323;0.9934;-1.0678
4.3;0.0333;1.0582;-1.1353
4.3;0.0345;1.1310;-1.2162
4.3;0.0357;1.2115;-1.3021
4.3;0.0370;1.3014;-1.3984
4.3;0.0385;1.4005;-1.5049
4.3;0.0400;1.5110;-1.6241
4.3;0.0417;1.7209;-1.8505
4.3;0.0435;1.8653;-2.0076
4.3;0.0455;2.0239;-2.1895
4.3;0.0476;2.2083;-2.3907
4.3;0.0500;2.4092;-2.6205
4.3;0.0526;2.7220;-2.9654
4.3;0.0556;2.9759;-3.2618
4.3;0.0588;3.2595;-3.5931
4.3;0.0625;3.6452;-4.0470
4.3;0.0667;4.0090;-4.4771
4.3;0.0714;4.4619;-5.0338
4.3;0.0769;4.8954;-5.5799
4.3;0.0833;5.4267;-6.2487
4.3;0.0909;5.9854;-6.9778
4.3;0.1000;6.5307;-7.7036
4.3;0.1111;7.1673;-8.5640
4.3;0.1250;7.7385;-9.3382
4.3;0.1429;8.2627;-10.0123
4.3;0.1667;8.5989;-10.3111
4.3;0.2000;8.6321;-9.8808
4.4;0.0200;0.3602;-0.4004
4.4;0.0204;0.3586;-0.3996
4.4;0.0208;0.4136;-0.4493
4.4;0.0213;0.4886;-0.5318
4.4;0.0217;0.5001;-0.5444
4.4;0.0222;0.5127;-0.5573
4.4;0.0227;0.5273;-0.5741
4.4;0.0233;0.5432;-0.5899
4.4;0.0238;0.5592;-0.6071
4.4;0.0244;0.5772;-0.6263
4.4;0.0250;0.5973;-0.6476
4.4;0.0256;0.6202;-0.6722
4.4;0.0263;0.6461;-0.7023
4.4;0.0270;0.6742;-0.7304
4.4;0.0278;0.7045;-0.7627
4.4;0.0286;0.7386;-0.7982
4.4;0.0294;0.7773;-0.8387
4.4;0.0303;0.9005;-0.9522
4.4;0.0313;0.9523;-1.0131
4.4;0.0323;1.0085;-1.0800
4.4;0.0333;1.0746;-1.1495
4.4;0.0345;1.1504;-1.2329
4.4;0.0357;1.2331;-1.3208
4.4;0.0370;1.3250;-1.4196
4.4;0.0385;1.4260;-1.5285
4.4;0.0400;1.5388;-1.6496
4.4;0.0417;1.7520;-1.8797
4.4;0.0435;1.8981;-2.0387
4.4;0.0455;2.0586;-2.2223
4.4;0.0476;2.2439;-2.4250
4.4;0.0500;2.4461;-2.6560
4.4;0.0526;2.7593;-3.0020
4.4;0.0556;3.0129;-3.2982
4.4;0.0588;3.3056;-3.6413
4.4;0.0625;3.6792;-4.0793
4.4;0.0667;4.0385;-4.5044
4.4;0.0714;4.4853;-5.0539
4.4;0.0769;4.9110;-5.5893
4.4;0.0833;5.4285;-6.2450
4.4;0.0909;5.9753;-6.9513
4.4;0.1000;6.5014;-7.6474
4.4;0.1111;7.1145;-8.4690
4.4;0.1250;7.6567;-9.1934
4.4;0.1429;8.1439;-9.8011
4.4;0.1667;8.4375;-10.0256
4.4;0.2000;8.4332;-9.5242
4.5;0.0200;0.3545;-0.3926
4.5;0.0204;0.3534;-0.3925
4.5;0.0208;0.4645;-0.5062
4.5;0.0213;0.4859;-0.5241
4.5;0.0217;0.4973;-0.5394
4.5;0.0222;0.5107;-0.5528
4.5;0.0227;0.5258;-0.5702
4.5;0.0233;0.5411;-0.5852
4.5;0.0238;0.5585;-0.6036
4.5;0.0244;0.5776;-0.6241
4.5;0.0250;0.5990;-0.6468
4.5;0.0256;0.6231;-0.6728
4.5;0.0263;0.6508;-0.7027
4.5;0.0270;0.6792;-0.7331
4.5;0.0278;0.7110;-0.7665
4.5;0.0286;0.7463;-0.8038
4.5;0.0294;0.7863;-0.8459
4.5;0.0303;0.9127;-0.9619
4.5;0.0313;0.9666;-1.0247
4.5;0.0323;1.0234;-1.0946
4.5;0.0333;1.0948;-1.1672
4.5;0.0345;1.1705;-1.2505
4.5;0.0357;1.2549;-1.3406
4.5;0.0370;1.3491;-1.4414
4.5;0.0385;1.4522;-1.5525
4.5;0.0400;1.5669;-1.6757
4.5;0.0417;1.7813;-1.9084
4.5;0.0435;1.9311;-2.0704
4.5;0.0455;2.0925;-2.2551
4.5;0.0476;2.2764;-2.4594
4.5;0.0500;2.4813;-2.6903
4.5;0.0526;2.7973;-3.0381
4.5;0.0556;3.0485;-3.3332
4.5;0.0588;3.3311;-3.6599
4.5;0.0625;3.7077;-4.1097
4.5;0.0667;4.0654;-4.5292
4.5;0.0714;4.5061;-5.0708
4.5;0.0769;4.9252;-5.5954
4.5;0.0833;5.4326;-6.2323
4.5;0.0909;5.9622;-6.9203
4.5;0.1000;6.4698;-7.5890
4.5;0.1111;7.0587;-8.3720
4.5;0.1250;7.5719;-9.0470
4.5;0.1429;8.0219;-9.5931
4.5;0.1667;8.2813;-9.7458
4.5;0.2000;8.2448;-9.1747
4.6;0.0200;0.3495;-0.3858
4.6;0.0204;0.4034;-0.5549
4.6;0.0208;0.4606;-0.5014
4.6;0.0213;0.4835;-0.5195
4.6;0.0217;0.4897;-0.5286
4.6;0.0222;0.5105;-0.5523
4.6;0.0227;0.5254;-0.5677
4.6;0.0233;0.5413;-0.5832
4.6;0.0238;0.5594;-0.6026
4.6;0.0244;0.5795;-0.6239
4.6;0.0250;0.6017;-0.6474
4.6;0.0256;0.6271;-0.6744
4.6;0.0263;0.6548;-0.7062
4.6;0.0270;0.6846;-0.7377
4.6;0.0278;0.7186;-0.7717
4.6;0.0286;0.7550;-0.8105
4.6;0.0294;0.7964;-0.8541
4.6;0.0303;0.9257;-0.9726
4.6;0.0313;0.9816;-1.0375
4.6;0.0323;1.0416;-1.1082
4.6;0.0333;1.1132;-1.1838
4.6;0.0345;1.1909;-1.2691
4.6;0.0357;1.2772;-1.3609
4.6;0.0370;1.3703;-1.4598
4.6;0.0385;1.4784;-1.5770
4.6;0.0400;1.5944;-1.7021
4.6;0.0417;1.8127;-1.9381
4.6;0.0435;1.9589;-2.1026
4.6;0.0455;2.1262;-2.2854
4.6;0.0476;2.3104;-2.4925
4.6;0.0500;2.5157;-2.7240
4.6;0.0526;2.8318;-3.0718
4.6;0.0556;3.0824;-3.3653
4.6;0.0588;3.3639;-3.6944
4.6;0.0625;3.7405;-4.1349
4.6;0.0667;4.0906;-4.5510
4.6;0.0714;4.5229;-5.0817
4.6;0.0769;4.9348;-5.5979
4.6;0.0833;5.4304;-6.2209
4.6;0.0909;5.9453;-6.8860
4.6;0.1000;6.4350;-7.5264
4.6;0.1111;7.0004;-8.2738
4.6;0.1250;7.4855;-8.9004
4.6;0.1429;7.9030;-9.3883
4.6;0.1667;8.1263;-9.4746
4.6;0.2000;8.0588;-8.8393
4.7;0.0200;0.3456;-0.3797
4.7;0.0204;0.3971;-0.5461
4.7;0.0208;0.4585;-0.4963
4.7;0.0213;0.4819;-0.5162
4.7;0.0217;0.4884;-0.5253
4.7;0.0222;0.5102;-0.5500
4.7;0.0227;0.5261;-0.5657
4.7;0.0233;0.5424;-0.5824
4.7;0.0238;0.5615;-0.6026
4.7;0.0244;0.5824;-0.6247
4.7;0.0250;0.6057;-0.6493
4.7;0.0256;0.6320;-0.6772
4.7;0.0263;0.6616;-0.7095
4.7;0.0270;0.6925;-0.7420
4.7;0.0278;0.7268;-0.7781
4.7;0.0286;0.7649;-0.8181
4.7;0.0294;0.8078;-0.8633
4.7;0.0303;0.9398;-0.9846
4.7;0.0313;0.9974;-1.0513
4.7;0.0323;1.0590;-1.1236
4.7;0.0333;1.1326;-1.2011
4.7;0.0345;1.2118;-1.2883
4.7;0.0357;1.3001;-1.3823
4.7;0.0370;1.3945;-1.4827
4.7;0.0385;1.5046;-1.6016
4.7;0.0400;1.6220;-1.7282
4.7;0.0417;1.8426;-1.9675
4.7;0.0435;1.9902;-2.1330
4.7;0.0455;2.1585;-2.3170
4.7;0.0476;2.3429;-2.5245
4.7;0.0500;2.5480;-2.7559
4.7;0.0526;2.8647;-3.1019
4.7;0.0556;3.1081;-3.3952
4.7;0.0588;3.3935;-3.7234
4.7;0.0625;3.7646;-4.1605
4.7;0.0667;4.1118;-4.5700
4.7;0.0714;4.5372;-5.0925
4.7;0.0769;4.9410;-5.5967
4.7;0.0833;5.4253;-6.2033
4.7;0.0909;5.9260;-6.8487
4.7;0.1000;6.3977;-7.4626
4.7;0.1111;6.9401;-8.1726
4.7;0.1250;7.3979;-8.7534
4.7;0.1429;7.7851;-9.1717
4.7;0.1667;7.9739;-9.2102
4.7;0.2000;7.8781;-8.5191
4.8;0.0200;0.3417;-0.3748
4.8;0.0204;0.3427;-0.3764
4.8;0.0208;0.4567;-0.4928
4.8;0.0213;0.4811;-0.5138
4.8;0.0217;0.4944;-0.5307
4.8;0.0222;0.5107;-0.5490
4.8;0.0227;0.5270;-0.5656
4.8;0.0233;0.5444;-0.5827
4.8;0.0238;0.5643;-0.6036
4.8;0.0244;0.5865;-0.6272
4.8;0.0250;0.6104;-0.6521
4.8;0.0256;0.6368;-0.6802
4.8;0.0263;0.6722;-0.7035
4.8;0.0270;0.7043;-0.7375
4.8;0.0278;0.7386;-0.7778
4.8;0.0286;0.7754;-0.8271
4.8;0.0294;0.8201;-0.8731
4.8;0.0303;0.9544;-0.9974
4.8;0.0313;1.0135;-1.0657
4.8;0.0323;1.0767;-1.1401
4.8;0.0333;1.1558;-1.2222
4.8;0.0345;1.2333;-1.3083
4.8;0.0357;1.3230;-1.4037
4.8;0.0370;1.4179;-1.5046
4.8;0.0385;1.5305;-1.6263
4.8;0.0400;1.6496;-1.7544
4.8;0.0417;1.8730;-1.9962
4.8;0.0435;2.0206;-2.1627
4.8;0.0455;2.1887;-2.3492
4.8;0.0476;2.3769;-2.5552
4.8;0.0500;2.5794;-2.7870
4.8;0.0526;2.8947;-3.1342
4.8;0.0556;3.1363;-3.4234
4.8;0.0588;3.4143;-3.7463
4.8;0.0625;3.7899;-4.1828
4.8;0.0667;4.1291;-4.5855
4.8;0.0714;4.5569;-5.1009
4.8;0.0769;4.9440;-5.5928
4.8;0.0833;5.4145;-6.1863
4.8;0.0909;5.9034;-6.8100
4.8;0.1000;6.3574;-7.3959
4.8;0.1111;6.8792;-8.0696
4.8;0.1250;7.3093;-8.6077
4.8;0.1429;7.6648;-8.9854
4.8;0.1667;7.8214;-8.9535
4.8;0.2000;7.7025;-8.2126
4.9;0.0200;0.3390;-0.3704
4.9;0.0204;0.3408;-0.3734
4.9;0.0208;0.4551;-0.4906
4.9;0.0213;0.4813;-0.5121
4.9;0.0217;0.4945;-0.5303
4.9;0.0222;0.5121;-0.5486
4.9;0.0227;0.5290;-0.5660
4.9;0.0233;0.5473;-0.5838
4.9;0.0238;0.5680;-0.6057
4.9;0.0244;0.5911;-0.6302
4.9;0.0250;0.6159;-0.6561
4.9;0.0256;0.6443;-0.6862
4.9;0.0263;0.6753;-0.7211
4.9;0.0270;0.7085;-0.7558
4.9;0.0278;0.7456;-0.7944
4.9;0.0286;0.7867;-0.8366
4.9;0.0294;0.8327;-0.8840
4.9;0.0303;0.9699;-1.0112
4.9;0.0313;1.0305;-1.0812
4.9;0.0323;1.0952;-1.1570
4.9;0.0333;1.1757;-1.2408
4.9;0.0345;1.2547;-1.3286
4.9;0.0357;1.3459;-1.4255
4.9;0.0370;1.4422;-1.5281
4.9;0.0385;1.5563;-1.6513
4.9;0.0400;1.6763;-1.7806
4.9;0.0417;1.9020;-2.0248
4.9;0.0435;2.0504;-2.1920
4.9;0.0455;2.2192;-2.3793
4.9;0.0476;2.4072;-2.5851
4.9;0.0500;2.6093;-2.8168
4.9;0.0526;2.9252;-3.1647
4.9;0.0556;3.1688;-3.4503
4.9;0.0588;3.4545;-3.7862
4.9;0.0625;3.8102;-4.2036
4.9;0.0667;4.1453;-4.5995
4.9;0.0714;4.5664;-5.1062
4.9;0.0769;4.9447;-5.5864
4.9;0.0833;5.4046;-6.1629
4.9;0.0909;5.8786;-6.7663
4.9;0.1000;6.3152;-7.3263
4.9;0.1111;6.8150;-7.9661
4.9;0.1250;7.2210;-8.4618
4.9;0.1429;7.5467;-8.7901
4.9;0.1667;7.6754;-8.7030
4.9;0.2000;7.5314;-7.9154
5;0.0200;0.3368;-0.3673
5;0.0204;0.3394;-0.3702
5;0.0208;0.3926;-0.4177
