R,hr,Value1,Value2
45.4,9,-0.638386,0.636924
45.4,10,-0.636901,0.635261
45.4,11,-0.631577,0.63195
45.4,12,-0.626721,0.627793
45.4,13,-0.620637,0.622729
45.4,14,-0.613992,0.616933
45.4,15,-0.606484,0.610841
45.4,16,-0.599377,0.604432
45.4,17,-0.592156,0.596117
45.4,18,-0.581149,0.588415
45.4,19,-0.570667,0.579451
45.4,20,-0.558367,0.569682
45.4,21,-0.54593,0.558743
45.4,22,-0.578725,0.607592
45.4,23,-0.570725,0.597791
45.4,24,-0.557779,0.581254
45.4,25,-0.541124,0.568231
45.4,26,-0.525444,0.554288
45.4,27,-0.504443,0.537903
45.4,28,-0.482979,0.521383
45.4,29,-0.459368,0.504327
45.4,30,-0.435035,0.484671
45.4,31,-0.45376,0.50793
45.4,32,-0.424592,0.488861
45.4,33,-0.394546,0.465728
45.4,34,-0.361442,0.443192
45.4,35,-0.328016,0.419335
45.4,36,-0.32263,0.431591
45.4,37,-0.281641,0.408252
45.4,38,-0.237975,0.381469
45.4,39,-0.214352,0.381614
45.4,40,-0.163008,0.360099
45.4,41,-0.127309,0.359385
45.4,42,-0.0622166,0.334176
45.4,43,-0.0093394,0.336167
45.4,44,0.0607872,0.343186
45.4,45,0.1646,0.337154
45.4,46,0.262934,0.37818
45.4,47,0.419728,0.422148
45.4,48,0.632474,0.520121
45.4,49,0.974266,0.685091
45.4,50,1.56295,1.01035
45.5,5,-0.548541,0.546059
45.5,6,-0.630225,0.62725
45.5,7,-0.552979,0.547653
45.5,8,-0.640342,0.637825
45.5,9,-0.637191,0.635305
45.5,10,-0.635736,0.63355
45.5,11,-0.630444,0.630142
45.5,12,-0.62538,0.626114
45.5,13,-0.619325,0.620949
45.5,14,-0.612457,0.615288
45.5,15,-0.604975,0.608844
45.5,16,-0.597361,0.602572
45.5,17,-0.589058,0.594661
45.5,18,-0.579162,0.586851
45.5,19,-0.568405,0.577772
45.5,20,-0.556113,0.567599
45.5,21,-0.543376,0.556815
45.5,22,-0.576487,0.606734
45.5,23,-0.56948,0.594033
45.5,24,-0.555222,0.579213
45.5,25,-0.538916,0.566035
45.5,26,-0.523248,0.552271
45.5,27,-0.503012,0.536433
45.5,28,-0.479634,0.519392
45.5,29,-0.457212,0.502159
45.5,30,-0.432895,0.482711
45.5,31,-0.451636,0.505783
45.5,32,-0.422486,0.486507
45.5,33,-0.391974,0.463602
45.5,34,-0.359379,0.44084
45.5,35,-0.325978,0.417235
45.5,36,-0.32005,0.429775
45.5,37,-0.27966,0.406749
45.5,38,-0.236028,0.379722
45.5,39,-0.213813,0.381493
45.5,40,-0.161879,0.355056
45.5,41,-0.125498,0.357422
45.5,42,-0.062187,0.33264
45.5,43,-0.00766035,0.336845
45.5,44,0.0623798,0.342755
45.5,45,0.166086,0.336416
45.5,46,0.262976,0.378219
45.5,47,0.420906,0.421863
45.5,48,0.635191,0.519413
45.5,49,0.974876,0.683813
45.5,50,1.56305,1.01042
45.6,5,-0.54766,0.543768
45.6,6,-0.62938,0.624263
45.6,7,-0.550878,0.548662
45.6,8,-0.638029,0.635863
45.6,9,-0.634657,0.633246
45.6,10,-0.633202,0.631608
45.6,11,-0.627909,0.628098
45.6,12,-0.622844,0.623963
45.6,13,-0.616788,0.618923
45.6,14,-0.60992,0.61315
45.6,15,-0.602437,0.606836
45.6,16,-0.59509,0.600447
45.6,17,-0.58789,0.592152
45.6,18,-0.576904,0.584205
45.6,19,-0.566154,0.575257
45.6,20,-0.553871,0.565504
45.6,21,-0.54145,0.554583
45.6,22,-0.573626,0.604361
45.6,23,-0.568903,0.591816
45.6,24,-0.553015,0.576841
45.6,25,-0.538123,0.564823
45.6,26,-0.5207,0.549899
45.6,27,-0.501217,0.534951
45.6,28,-0.477475,0.516282
45.6,29,-0.458733,0.501517
45.6,30,-0.430341,0.480341
45.6,31,-0.449079,0.503625
45.6,32,-0.419928,0.484141
45.6,33,-0.3899,0.461466
45.6,34,-0.355795,0.438476
45.6,35,-0.323413,0.415628
45.6,36,-0.318619,0.427947
45.6,37,-0.277691,0.404673
45.6,38,-0.234093,0.377368
45.6,39,-0.211917,0.379461
45.6,40,-0.160028,0.353388
45.6,41,-0.122905,0.353992
45.6,42,-0.0595874,0.331093
45.6,43,-0.00599301,0.334949
45.6,44,0.0649996,0.34325
45.6,45,0.16756,0.334633
45.6,46,0.265627,0.375937
45.6,47,0.422072,0.420259
45.6,48,0.634349,0.521709
45.6,49,0.975474,0.684299
45.6,50,1.56587,1.01048
45.7,5,-0.545348,0.543047
45.7,6,-0.605362,0.601724
45.7,7,-0.547928,0.547807
45.7,8,-0.636607,0.634311
45.7,9,-0.633259,0.631819
45.7,10,-0.631829,0.629874
45.7,11,-0.626327,0.626493
45.7,12,-0.621285,0.622492
45.7,13,-0.615252,0.61712
45.7,14,-0.608408,0.611483
45.7,15,-0.600951,0.605064
45.7,16,-0.593097,0.598564
45.7,17,-0.58454,0.590414
45.7,18,-0.573249,0.582886
45.7,19,-0.563915,0.573556
45.7,20,-0.551938,0.563399
45.7,21,-0.538919,0.552632
45.7,22,-0.573316,0.601676
45.7,23,-0.568664,0.588345
45.7,24,-0.550819,0.574457
45.7,25,-0.536288,0.562606
45.7,26,-0.518527,0.547859
45.7,27,-0.499056,0.532746
45.7,28,-0.474153,0.514269
45.7,29,-0.456599,0.499327
45.7,30,-0.428224,0.47836
45.7,31,-0.446978,0.501456
45.7,32,-0.417845,0.4822
45.7,33,-0.387837,0.459318
45.7,34,-0.353755,0.43658
45.7,35,-0.321397,0.413506
45.7,36,-0.316061,0.425578
45.7,37,-0.275733,0.402587
45.7,38,-0.23217,0.375599
45.7,39,-0.210717,0.376151
45.7,40,-0.161861,0.355774
45.7,41,-0.121117,0.352734
45.7,42,-0.0569994,0.329536
45.7,43,-0.00433729,0.332187
45.7,44,0.0665687,0.342798
45.7,45,0.169023,0.333873
45.7,46,0.265645,0.373645
45.7,47,0.423227,0.419953
45.7,48,0.637043,0.51646
45.7,49,0.97606,0.683
45.7,50,1.56595,1.00837
45.8,5,-0.544902,0.540931
45.8,6,-0.626035,0.621074
45.8,7,-0.547355,0.545499
45.8,8,-0.634316,0.632537
45.8,9,-0.630973,0.629738
45.8,10,-0.629547,0.62791
45.8,11,-0.624521,0.623978
45.8,12,-0.619013,0.620319
45.8,13,-0.612986,0.614836
45.8,14,-0.606148,0.609081
45.8,15,-0.598436,0.602786
45.8,16,-0.591115,0.596671
45.8,17,-0.583942,0.587883
45.8,18,-0.572704,0.580218
45.8,19,-0.562557,0.570467
45.8,20,-0.549718,0.561566
45.8,21,-0.537015,0.550378
45.8,22,-0.569207,0.600183
45.8,23,-0.564502,0.587347
45.8,24,-0.548296,0.572383
45.8,25,-0.533413,0.560377
45.8,26,-0.516001,0.545465
45.8,27,-0.496529,0.530531
45.8,28,-0.4728,0.511876
45.8,29,-0.454477,0.497127
45.8,30,-0.426117,0.475968
45.8,31,-0.444444,0.499276
45.8,32,-0.415774,0.479813
45.8,33,-0.3853,0.457159
45.8,34,-0.351215,0.434194
45.8,35,-0.319393,0.411374
45.8,36,-0.314652,0.423728
45.8,37,-0.274388,0.396564
45.8,38,-0.230258,0.373819
45.8,39,-0.208844,0.374731
45.8,40,-0.160033,0.354085
45.8,41,-0.119341,0.350737
45.8,42,-0.0561439,0.327968
45.8,43,-0.00269313,0.331978
45.8,44,0.0681262,0.3414
45.8,45,0.170474,0.333103
45.8,46,0.268272,0.372497
45.8,47,0.42437,0.418327
45.8,48,0.636177,0.517229
45.8,49,0.976633,0.687017
45.8,50,1.56601,1.0084
45.9,5,-0.542612,0.540386
45.9,6,-0.602884,0.598309
45.9,7,-0.544858,0.544211
45.9,8,-0.633137,0.630752
45.9,9,-0.629822,0.628075
45.9,10,-0.628197,0.626374
45.9,11,-0.622727,0.622799
45.9,12,-0.617717,0.618595
45.9,13,-0.611224,0.613247
45.9,14,-0.604405,0.607392
45.9,15,-0.596972,0.600992
45.9,16,-0.588877,0.594513
45.9,17,-0.580615,0.586383
45.9,18,-0.570762,0.57861
45.9,19,-0.559761,0.569571
45.9,20,-0.547509,0.559438
45.9,21,-0.534507,0.548114
45.9,22,-0.569872,0.596574
45.9,23,-0.563958,0.584786
45.9,24,-0.546123,0.570298
45.9,25,-0.5309,0.558138
45.9,26,-0.51385,0.54306
45.9,27,-0.49439,0.528304
45.9,28,-0.4695,0.509842
45.9,29,-0.451959,0.494915
45.9,30,-0.423598,0.473965
45.9,31,-0.442365,0.497085
45.9,32,-0.41325,0.47785
45.9,33,-0.38326,0.45499
45.9,34,-0.349197,0.432276
45.9,35,-0.3174,0.40923
45.9,36,-0.311549,0.421868
45.9,37,-0.271248,0.398942
45.9,38,-0.228357,0.372027
45.9,39,-0.206298,0.372033
45.9,40,-0.155278,0.348998
45.9,41,-0.117575,0.350186
45.9,42,-0.0552999,0.326389
45.9,43,-0.00106045,0.329194
45.9,44,0.0696722,0.339991
45.9,45,0.171913,0.331288
45.9,46,0.269577,0.373651
45.9,47,0.425501,0.418001
45.9,48,0.637073,0.519494
45.9,49,0.977195,0.682148
45.9,50,1.56606,1.00843
46.0,5,-0.541158,0.538644
46.0,6,-0.544804,0.540633
46.0,7,-0.622623,0.618243
46.0,8,-0.630868,0.628957
46.0,9,-0.627333,0.626186
46.0,10,-0.625708,0.624389
46.0,11,-0.620236,0.620936
46.0,12,-0.615226,0.616631
46.0,13,-0.608733,0.611176
46.0,14,-0.601912,0.605451
46.0,15,-0.594479,0.59894
46.0,16,-0.586917,0.592598
46.0,17,-0.579765,0.584091
46.0,18,-0.568549,0.576187
46.0,19,-0.557555,0.567011
46.0,20,-0.545311,0.5573
46.0,21,-0.532625,0.54613
46.0,22,-0.564833,0.594457
46.0,23,-0.556869,0.584386
46.0,24,-0.543961,0.567881
46.0,25,-0.528749,0.555887
46.0,26,-0.511347,0.540988
46.0,27,-0.491886,0.526067
46.0,28,-0.468169,0.507426
46.0,29,-0.449859,0.493077
46.0,30,-0.421514,0.471551
46.0,31,-0.439854,0.494884
46.0,32,-0.411201,0.47544
46.0,33,-0.381231,0.452809
46.0,34,-0.347191,0.430348
46.0,35,-0.31488,0.407076
46.0,36,-0.310163,0.419997
46.0,37,-0.269324,0.396823
46.0,38,-0.226467,0.370226
46.0,39,-0.204447,0.370591
46.0,40,-0.153472,0.347288
46.0,41,-0.115822,0.348168
46.0,42,-0.0527462,0.325586
46.0,43,0.000560838,0.329819
46.0,44,0.0712068,0.338572
46.0,45,0.173341,0.330497
46.0,46,0.26956,0.370171
46.0,47,0.42662,0.417663
46.0,48,0.63973,0.514215
46.0,49,0.977744,0.680819
46.0,50,1.56883,1.0106
46.1,5,-0.539508,0.537484
46.1,6,-0.620048,0.617417
46.1,7,-0.542907,0.537893
46.1,8,-0.629491,0.62736
46.1,9,-0.626205,0.624716
46.1,10,-0.62438,0.622611
46.1,11,-0.619406,0.618838
46.1,12,-0.613711,0.614886
46.1,13,-0.607735,0.60933
46.1,14,-0.600698,0.603499
46.1,15,-0.592777,0.597124
46.1,16,-0.584969,0.590671
46.1,17,-0.57646,0.58257
46.1,18,-0.566629,0.574558
46.1,19,-0.55623,0.564991
46.1,20,-0.543423,0.55515
46.1,21,-0.53014,0.544135
46.1,22,-0.562663,0.593834
46.1,23,-0.556019,0.580873
46.1,24,-0.541471,0.565774
46.1,25,-0.526609,0.553958
46.1,26,-0.509218,0.538905
46.1,27,-0.48977,0.523818
46.1,28,-0.464892,0.50537
46.1,29,-0.447364,0.490844
46.1,30,-0.419017,0.469526
46.1,31,-0.437798,0.492671
46.1,32,-0.408699,0.473456
46.1,33,-0.378727,0.451074
46.1,34,-0.345196,0.428408
46.1,35,-0.31291,0.405415
46.1,36,-0.307651,0.418115
46.1,37,-0.268014,0.390767
46.1,38,-0.224589,0.368413
46.1,39,-0.203292,0.37104
46.1,40,-0.150943,0.345566
46.1,41,-0.114079,0.346867
46.1,42,-0.0519249,0.323986
46.1,43,0.0012294,0.32616
46.1,44,0.071691,0.337142
46.1,45,0.173599,0.329696
46.1,46,0.272153,0.368993
46.1,47,0.427727,0.418625
46.1,48,0.638829,0.514953
46.1,49,0.978282,0.681256
46.1,50,1.56885,1.00845
46.2,5,-0.538694,0.535128
46.2,6,-0.61948,0.614565
46.2,7,-0.540873,0.539043
46.2,8,-0.627244,0.625543
46.2,9,-0.623738,0.622806
46.2,10,-0.622142,0.620823
46.2,11,-0.616466,0.617177
46.2,12,-0.611242,0.6129
46.2,13,-0.605019,0.607473
46.2,14,-0.597975,0.601536
46.2,15,-0.590307,0.595051
46.2,16,-0.582764,0.588735
46.2,17,-0.575633,0.579995
46.2,18,-0.564438,0.572114
46.2,19,-0.553467,0.56296
46.2,20,-0.540949,0.553274
46.2,21,-0.52828,0.54213
46.2,22,-0.560186,0.591395
46.2,23,-0.55518,0.578589
46.2,24,-0.539331,0.563657
46.2,25,-0.524129,0.551686
46.2,26,-0.506738,0.536467
46.2,27,-0.487288,0.521559
46.2,28,-0.463583,0.502933
46.2,29,-0.445286,0.4886
46.2,30,-0.416955,0.467491
46.2,31,-0.435752,0.490448
46.2,32,-0.406672,0.471461
46.2,33,-0.376721,0.448873
46.2,34,-0.342701,0.42598
46.2,35,-0.31095,0.403239
46.2,36,-0.306287,0.415692
46.2,37,-0.26551,0.393114
46.2,38,-0.222722,0.36659
46.2,39,-0.19941,0.367043
46.2,40,-0.148425,0.346546
46.2,41,-0.112347,0.345557
46.2,42,-0.0493937,0.322376
46.2,43,0.00376951,0.327619
46.2,44,0.0732029,0.335702
46.2,45,0.175004,0.32785
46.2,46,0.272113,0.370115
46.2,47,0.428824,0.41565
46.2,48,0.639689,0.517189
46.2,49,0.980959,0.679907
46.2,50,1.56887,1.0063
46.3,5,-0.536242,0.53454
46.3,6,-0.596373,0.591954
46.3,7,-0.538204,0.537918
46.3,8,-0.626109,0.623926
46.3,9,-0.622406,0.6211
46.3,10,-0.620836,0.619244
46.3,11,-0.615658,0.615057
46.3,12,-0.60999,0.611133
46.3,13,-0.603796,0.605606
46.3,14,-0.596783,0.599804
46.3,15,-0.588886,0.593461
46.3,16,-0.580838,0.586787
46.3,17,-0.572349,0.578452
46.3,18,-0.562258,0.570463
46.3,19,-0.552164,0.560919
46.3,20,-0.539083,0.551103
46.3,21,-0.526123,0.540114
46.3,22,-0.561213,0.587743
46.3,23,-0.555008,0.575985
46.3,24,-0.536863,0.561529
46.3,25,-0.520608,0.548408
46.3,26,-0.504994,0.534363
46.3,27,-0.48444,0.518934
46.3,28,-0.46111,0.501965
46.3,29,-0.438333,0.482888
46.3,30,-0.414904,0.465445
46.3,31,-0.433274,0.488214
46.3,32,-0.404656,0.469455
46.3,33,-0.374725,0.44666
46.3,34,-0.340728,0.424019
46.3,35,-0.309001,0.401556
46.3,36,-0.303797,0.413789
46.3,37,-0.263619,0.386476
46.3,38,-0.220866,0.364757
46.3,39,-0.197593,0.36557
46.3,40,-0.146653,0.344804
46.3,41,-0.11142,0.344235
46.3,42,-0.0485946,0.320755
46.3,43,0.00441566,0.324794
46.3,44,0.0715865,0.331443
46.3,45,0.176398,0.327029
46.3,46,0.272062,0.367761
46.3,47,0.429908,0.413974
46.3,48,0.642312,0.511878
46.3,49,0.981473,0.683876
46.3,50,1.56887,1.00628
46.4,5,-0.53545,0.533546
46.4,6,-0.594772,0.59049
46.4,7,-0.536407,0.536163
46.4,8,-0.624324,0.622297
46.4,9,-0.620636,0.619383
46.4,10,-0.61885,0.617435
46.4,11,-0.613211,0.613825
46.4,12,-0.608025,0.609355
46.4,13,-0.601595,0.603963
46.4,14,-0.594588,0.598062
46.4,15,-0.586957,0.591366
46.4,16,-0.578922,0.584829
46.4,17,-0.570447,0.576638
46.4,18,-0.560371,0.568533
46.4,19,-0.549423,0.559418
46.4,20,-0.536929,0.549205
46.4,21,-0.523978,0.537796
46.4,22,-0.559075,0.585583
46.4,23,-0.55288,0.573681
46.4,24,-0.534745,0.55939
46.4,25,-0.51815,0.546447
46.4,26,-0.502535,0.532247
46.4,27,-0.482357,0.516654
46.4,28,-0.45904,0.499507
46.4,29,-0.436278,0.480623
46.4,30,-0.41244,0.463388
46.4,31,-0.431251,0.48597
46.4,32,-0.402187,0.467003
46.4,33,-0.372254,0.444893
46.4,34,-0.338765,0.422048
46.4,35,-0.307064,0.39936
46.4,36,-0.301318,0.411876
46.4,37,-0.261739,0.389364
46.4,38,-0.21838,0.362913
46.4,39,-0.197156,0.365353
46.4,40,-0.145627,0.34034
46.4,41,-0.10971,0.342176
46.4,42,-0.0478067,0.319124
46.4,43,0.0059921,0.322813
46.4,44,0.0730761,0.329982
46.4,45,0.17778,0.326197
46.4,46,0.27462,0.367708
46.4,47,0.430982,0.416215
46.4,48,0.643149,0.514095
46.4,49,0.981976,0.678957
46.4,50,1.56886,1.00626
46.5,5,-0.534256,0.53096
46.5,6,-0.614256,0.609772
46.5,7,-0.53591,0.534398
46.5,8,-0.62189,0.620448
46.5,9,-0.618201,0.617441
46.5,10,-0.616415,0.615396
46.5,11,-0.610775,0.611684
46.5,12,-0.605589,0.607338
46.5,13,-0.599158,0.601839
46.5,14,-0.59215,0.595826
46.5,15,-0.584259,0.58926
46.5,16,-0.57675,0.58286
46.5,17,-0.569378,0.574032
46.5,18,-0.558212,0.566057
46.5,19,-0.547272,0.556805
46.5,20,-0.534786,0.547013
46.5,21,-0.522151,0.535759
46.5,22,-0.554091,0.584918
46.5,23,-0.548468,0.572297
46.5,24,-0.532638,0.55724
46.5,25,-0.516054,0.544143
46.5,26,-0.500087,0.530121
46.5,27,-0.479154,0.513651
46.5,28,-0.457764,0.497038
46.5,29,-0.434233,0.478731
46.5,30,-0.410411,0.460921
46.5,31,-0.428795,0.484132
46.5,32,-0.400193,0.464976
46.5,33,-0.37028,0.44266
46.5,34,-0.336814,0.420066
46.5,35,-0.304599,0.397656
46.5,36,-0.299987,0.409952
46.5,37,-0.259268,0.387192
46.5,38,-0.216546,0.361059
46.5,39,-0.196046,0.361958
46.5,40,-0.147549,0.342644
46.5,41,-0.108012,0.340834
46.5,42,-0.0453087,0.31827
46.5,43,0.00755752,0.323387
46.5,44,0.0745545,0.328512
46.5,45,0.179152,0.324321
46.5,46,0.275857,0.367645
46.5,47,0.432044,0.41321
46.5,48,0.643975,0.513287
46.5,49,0.982466,0.679355
46.5,50,1.57157,1.00623
46.6,5,-0.532042,0.53034
46.6,6,-0.591603,0.587328
46.6,7,-0.533274,0.533035
46.6,8,-0.620786,0.618799
46.6,9,-0.617127,0.615918
46.6,10,-0.615141,0.613785
46.6,11,-0.609999,0.609757
46.6,12,-0.604369,0.605769
46.6,13,-0.597968,0.59994
46.6,14,-0.590737,0.594062
46.6,15,-0.582871,0.587639
46.6,16,-0.574855,0.580881
46.6,17,-0.566401,0.572718
46.6,18,-0.556065,0.564642
46.6,19,-0.545711,0.554732
46.6,20,-0.532654,0.545095
46.6,21,-0.519719,0.533711
46.6,22,-0.554515,0.581534
46.6,23,-0.548328,0.569661
46.6,24,-0.530202,0.555081
46.6,25,-0.513617,0.541829
46.6,26,-0.498012,0.527985
46.6,27,-0.478599,0.51313
46.6,28,-0.454541,0.495299
46.6,29,-0.431792,0.476445
46.6,30,-0.408392,0.458843
46.6,31,-0.426793,0.481866
46.6,32,-0.397746,0.462939
46.6,33,-0.368317,0.440416
46.6,34,-0.334362,0.418074
46.6,35,-0.302683,0.395439
46.6,36,-0.297529,0.408018
46.6,37,-0.25741,0.381083
46.6,38,-0.214722,0.359194
46.6,39,-0.194261,0.360454
46.6,40,-0.14581,0.340872
46.6,41,-0.106325,0.339482
46.6,42,-0.0445426,0.316618
46.6,43,0.00911198,0.319676
46.6,44,0.074983,0.327967
46.6,45,0.180512,0.323469
46.6,46,0.275772,0.364104
46.6,47,0.433094,0.411504
46.6,48,0.64479,0.509454
46.6,49,0.982945,0.677968
46.6,50,1.57153,1.00619
46.7,5,-0.531693,0.528128
46.7,6,-0.533812,0.529959
46.7,7,-0.610679,0.606611
46.7,8,-0.618373,0.616929
46.7,9,-0.614713,0.61417
46.7,10,-0.612726,0.611945
46.7,11,-0.607113,0.608269
46.7,12,-0.601713,0.60373
46.7,13,-0.595305,0.598266
46.7,14,-0.588067,0.592047
46.7,15,-0.580455,0.585513
46.7,16,-0.572704,0.578892
46.7,17,-0.565353,0.570352
46.7,18,-0.553928,0.562145
46.7,19,-0.543002,0.552924
46.7,20,-0.530532,0.543166
46.7,21,-0.517913,0.531945
46.7,22,-0.549552,0.579343
46.7,23,-0.540987,0.569499
46.7,24,-0.528116,0.55291
46.7,25,-0.511542,0.539836
46.7,26,-0.495585,0.525839
46.7,27,-0.47504,0.509394
46.7,28,-0.453286,0.49281
46.7,29,-0.429768,0.474533
46.7,30,-0.40596,0.456756
46.7,31,-0.424358,0.480008
46.7,32,-0.395773,0.460892
46.7,33,-0.365879,0.438618
46.7,34,-0.332432,0.416072
46.7,35,-0.300778,0.393714
46.7,36,-0.29622,0.406073
46.7,37,-0.255562,0.38394
46.7,38,-0.21291,0.35732
46.7,39,-0.191803,0.358306
46.7,40,-0.141143,0.3357
46.7,41,-0.104648,0.33812
46.7,42,-0.0420664,0.314957
46.7,43,0.0106556,0.32023
46.7,44,0.0764395,0.326476
46.7,45,0.181862,0.322607
46.7,46,0.278297,0.365177
46.7,47,0.434134,0.411098
46.7,48,0.645593,0.511641
46.7,49,0.983413,0.678347
46.7,50,1.57148,1.00614
46.8,5,-0.529913,0.526697
46.8,6,-0.609339,0.604886
46.8,7,-0.530828,0.529659
46.8,8,-0.616631,0.615259
46.8,9,-0.612985,0.612411
46.8,10,-0.611013,0.610094
46.8,11,-0.60518,0.606322
46.8,12,-0.600032,0.601911
46.8,13,-0.593394,0.596346
46.8,14,-0.586168,0.590263
46.8,15,-0.578308,0.583623
46.8,16,-0.570831,0.577146
46.8,17,-0.56322,0.568235
46.8,18,-0.552083,0.560174
46.8,19,-0.540883,0.55083
46.8,20,-0.528421,0.540942
46.8,21,-0.51581,0.529877
46.8,22,-0.547458,0.578346
46.8,23,-0.541852,0.56591
46.8,24,-0.525702,0.55073
46.8,25,-0.509477,0.537501
46.8,26,-0.493532,0.523682
46.8,27,-0.472623,0.507428
46.8,28,-0.451259,0.49068
46.8,29,-0.427348,0.472226
46.8,30,-0.403963,0.454658
46.8,31,-0.422377,0.477722
46.8,32,-0.393811,0.458834
46.8,33,-0.363937,0.436354
46.8,34,-0.330513,0.414059
46.8,35,-0.298883,0.391476
46.8,36,-0.294352,0.404118
46.8,37,-0.253726,0.381738
46.8,38,-0.211108,0.35603
46.8,39,-0.19004,0.356782
46.8,40,-0.139425,0.333906
46.8,41,-0.102982,0.33602
46.8,42,-0.0404615,0.313286
46.8,43,0.0121883,0.319064
46.8,44,0.0778852,0.324975
46.8,45,0.1832,0.321736
46.8,46,0.278191,0.365085
46.8,47,0.435163,0.410681
46.8,48,0.646386,0.510804
46.8,49,0.983869,0.676941
46.8,50,1.57143,1.00393
46.9,5,-0.528967,0.525454
46.9,6,-0.530497,0.526931
46.9,7,-0.607178,0.603429
46.9,8,-0.614899,0.613579
46.9,9,-0.611042,0.610643
46.9,10,-0.60908,0.608452
46.9,11,-0.603493,0.604588
46.9,12,-0.59812,0.600082
46.9,13,-0.591493,0.594416
46.9,14,-0.584279,0.588468
46.9,15,-0.576432,0.581724
46.9,16,-0.568701,0.575136
46.9,17,-0.561371,0.566369
46.9,18,-0.549967,0.558193
46.9,19,-0.538774,0.549002
46.9,20,-0.52632,0.538993
46.9,21,-0.513718,0.527799
46.9,22,-0.545056,0.575232
46.9,23,-0.536826,0.565107
46.9,24,-0.524315,0.548539
46.9,25,-0.508475,0.536483
46.9,26,-0.491126,0.521515
46.9,27,-0.471723,0.506877
46.9,28,-0.448068,0.48817
46.9,29,-0.429825,0.473752
46.9,30,-0.401976,0.452949
46.9,31,-0.419964,0.475843
46.9,32,-0.391396,0.456766
46.9,33,-0.362006,0.434536
46.9,34,-0.329115,0.412036
46.9,35,-0.296999,0.389732
46.9,36,-0.291927,0.402154
46.9,37,-0.251899,0.380086
46.9,38,-0.209316,0.354135
46.9,39,-0.188288,0.354613
46.9,40,-0.137718,0.332103
46.9,41,-0.101327,0.33391
46.9,42,-0.0388672,0.312391
46.9,43,0.012769,0.315323
46.9,44,0.0824371,0.327211
46.9,45,0.183369,0.31982
46.9,46,0.280694,0.363827
46.9,47,0.43618,0.408947
46.9,48,0.647167,0.50845
46.9,49,0.984314,0.675525
46.9,50,1.57409,1.00386
47.0,5,-0.527413,0.524002
47.0,6,-0.52896,0.525402
47.0,7,-0.605442,0.601823
47.0,8,-0.613177,0.611889
47.0,9,-0.609335,0.608864
47.0,10,-0.607388,0.606581
47.0,11,-0.601581,0.602845
47.0,12,-0.596218,0.598242
47.0,13,-0.589603,0.592711
47.0,14,-0.582401,0.586664
47.0,15,-0.574566,0.579814
47.0,16,-0.566849,0.573116
47.0,17,-0.559258,0.564493
47.0,18,-0.547861,0.556201
47.0,19,-0.536966,0.546888
47.0,20,-0.524229,0.537033
47.0,21,-0.511636,0.52571
47.0,22,-0.542665,0.573011
47.0,23,-0.534434,0.563051
47.0,24,-0.52226,0.546338
47.0,25,-0.506431,0.534459
47.0,26,-0.489094,0.519337
47.0,27,-0.469703,0.504534
47.0,28,-0.446062,0.48602
47.0,29,-0.427833,0.47181
47.0,30,-0.399576,0.450831
47.0,31,-0.418004,0.473536
47.0,32,-0.389454,0.454688
47.0,33,-0.359599,0.432707
47.0,34,-0.327216,0.410004
47.0,35,-0.294588,0.387977
47.0,36,-0.29008,0.400709
47.0,37,-0.250084,0.378425
47.0,38,-0.207535,0.35223
47.0,39,-0.187231,0.355605
47.0,40,-0.135287,0.33029
47.0,41,-0.0996823,0.332517
47.0,42,-0.0372836,0.3107
47.0,43,0.0171044,0.317558
47.0,44,0.0838613,0.32569
47.0,45,0.184686,0.318929
47.0,46,0.281876,0.363715
47.0,47,0.43568,0.408511
47.0,48,0.647937,0.509102
47.0,49,0.9869,0.675876
47.0,50,1.57401,1.00594
47.1,5,-0.525045,0.522936
47.1,6,-0.527433,0.523862
47.1,7,-0.603718,0.600206
47.1,8,-0.611466,0.610188
47.1,9,-0.607638,0.607289
47.1,10,-0.605476,0.604919
47.1,11,-0.60015,0.600642
47.1,12,-0.594327,0.596393
47.1,13,-0.587971,0.590525
47.1,14,-0.580533,0.584607
47.1,15,-0.572451,0.577894
47.1,16,-0.56474,0.571339
47.1,17,-0.55743,0.562607
47.1,18,-0.546047,0.554199
47.1,19,-0.535457,0.544488
47.1,20,-0.522149,0.535063
47.1,21,-0.509564,0.523904
47.1,22,-0.540601,0.57108
47.1,23,-0.53238,0.560984
47.1,24,-0.519877,0.544448
47.1,25,-0.504398,0.532425
47.1,26,-0.487072,0.517493
47.1,27,-0.467317,0.502538
47.1,28,-0.443674,0.484229
47.1,29,-0.425444,0.469857
47.1,30,-0.39761,0.448702
47.1,31,-0.416054,0.471637
47.1,32,-0.38706,0.4526
47.1,33,-0.357689,0.430412
47.1,34,-0.324818,0.407961
47.1,35,-0.292725,0.385709
47.1,36,-0.288245,0.398724
47.1,37,-0.248881,0.372264
47.1,38,-0.205765,0.350315
47.1,39,-0.183446,0.351515
47.1,40,-0.132866,0.331857
47.1,41,-0.0980482,0.330387
47.1,42,-0.0357106,0.308998
47.1,43,0.0157811,0.313797
47.1,44,0.0852748,0.325097
47.1,45,0.185992,0.318028
47.1,46,0.283047,0.358969
47.1,47,0.436675,0.408066
47.1,48,0.648696,0.508236
47.1,49,0.987322,0.674442
47.1,50,1.57392,1.0037
47.2,5,-0.523306,0.52186
47.2,6,-0.581716,0.577797
47.2,7,-0.523481,0.523609
