R,hr,Value1,Value2
3.7,43,-6.19681,5.31278
3.7,44,-7.05484,5.95586
3.7,45,-7.94862,6.61904
3.7,46,-9.05591,7.40581
3.7,47,-10.1719,8.17756
3.7,48,-11.2993,8.94246
3.7,49,-12.1722,9.57015
3.7,50,-12.3673,9.89953
3.8,5,-0.465901,0.40943
3.8,6,-0.464689,0.406097
3.8,7,-0.57522,0.512948
3.8,8,-0.586725,0.528714
3.8,9,-0.600101,0.536661
3.8,10,-0.612718,0.548175
3.8,11,-0.622503,0.55828
3.8,12,-0.635867,0.57024
3.8,13,-0.649898,0.582974
3.8,14,-0.665517,0.596953
3.8,15,-0.682626,0.61227
3.8,16,-0.701116,0.62881
3.8,17,-0.726756,0.65003
3.8,18,-0.749014,0.67056
3.8,19,-0.766095,0.69625
3.8,20,-0.800652,0.719036
3.8,21,-0.832333,0.74817
3.8,22,-0.929023,0.854556
3.8,23,-0.977009,0.893991
3.8,24,-1.03153,0.93789
3.8,25,-1.08752,0.990092
3.8,26,-1.15681,1.05174
3.8,27,-1.23045,1.1193
3.8,28,-1.31069,1.19467
3.8,29,-1.40083,1.27908
3.8,30,-1.51035,1.37901
3.8,31,-1.71585,1.56597
3.8,32,-1.85761,1.69891
3.8,33,-2.0257,1.84573
3.8,34,-2.21442,2.01795
3.8,35,-2.4335,2.20966
3.8,36,-2.76443,2.50984
3.8,37,-3.05194,2.75794
3.8,38,-3.39483,3.04827
3.8,39,-3.84814,3.4347
3.8,40,-4.29581,3.81417
3.8,41,-4.87794,4.28865
3.8,42,-5.47636,4.76334
3.8,43,-6.22219,5.3501
3.8,44,-7.04851,5.97469
3.8,45,-7.91932,6.61634
3.8,46,-8.98551,7.38063
3.8,47,-10.0408,8.11393
3.8,48,-11.0865,8.83744
3.8,49,-11.8453,9.40739
3.8,50,-11.9122,9.67846
3.9,5,-0.4525,0.399462
3.9,6,-0.450688,0.396113
3.9,7,-0.561149,0.503005
3.9,8,-0.577177,0.518118
3.9,9,-0.587151,0.528498
3.9,10,-0.599968,0.540291
3.9,11,-0.61238,0.550678
3.9,12,-0.625811,0.563139
3.9,13,-0.639914,0.576196
3.9,14,-0.655612,0.590516
3.9,15,-0.672583,0.606195
3.9,16,-0.692542,0.624655
3.9,17,-0.717159,0.646339
3.9,18,-0.740746,0.667811
3.9,19,-0.767221,0.691191
3.9,20,-0.79504,0.718842
3.9,21,-0.828058,0.749381
3.9,22,-0.927876,0.858158
3.9,23,-0.978061,0.899757
3.9,24,-1.03466,0.945967
3.9,25,-1.09286,1.00066
3.9,26,-1.16489,1.065
3.9,27,-1.24148,1.13483
3.9,28,-1.32457,1.21361
3.9,29,-1.41747,1.30071
3.9,30,-1.53043,1.40358
3.9,31,-1.74057,1.59549
3.9,32,-1.88572,1.73163
3.9,33,-2.05719,1.88194
3.9,34,-2.24923,2.05681
3.9,35,-2.47157,2.25144
3.9,36,-2.80618,2.5552
3.9,37,-3.10007,2.80596
3.9,38,-3.43391,3.09099
3.9,39,-3.89169,3.48209
3.9,40,-4.33792,3.85999
3.9,41,-4.91569,4.33112
3.9,42,-5.50502,4.79859
3.9,43,-6.23351,5.3685
3.9,44,-7.04384,5.98623
3.9,45,-7.88642,6.60823
3.9,46,-8.90862,7.34623
3.9,47,-9.9059,8.04602
3.9,48,-10.8703,8.7245
3.9,49,-11.5255,9.24345
3.9,50,-11.473,9.45991
4.0,5,-0.440249,0.390098
4.0,6,-0.438206,0.386945
4.0,7,-0.549885,0.494417
4.0,8,-0.565766,0.510199
4.0,9,-0.575945,0.520877
4.0,10,-0.589186,0.532985
4.0,11,-0.602037,0.543888
4.0,12,-0.615931,0.556697
4.0,13,-0.630518,0.570322
4.0,14,-0.646511,0.585243
4.0,15,-0.664244,0.601771
4.0,16,-0.685248,0.620912
4.0,17,-0.710747,0.643778
4.0,18,-0.73501,0.666255
4.0,19,-0.762712,0.69094
4.0,20,-0.792089,0.719984
4.0,21,-0.826513,0.752004
4.0,22,-0.928978,0.863493
4.0,23,-0.981138,0.907351
4.0,24,-1.03986,0.955697
4.0,25,-1.10064,1.01269
4.0,26,-1.17517,1.07952
4.0,27,-1.25446,1.15232
4.0,28,-1.34046,1.23366
4.0,29,-1.43617,1.32386
4.0,30,-1.55225,1.42943
4.0,31,-1.76707,1.62565
4.0,32,-1.91526,1.76469
4.0,33,-2.08971,1.91776
4.0,34,-2.28459,2.09569
4.0,35,-2.5092,2.29241
4.0,36,-2.84736,2.60013
4.0,37,-3.14259,2.85122
4.0,38,-3.47678,3.13614
4.0,39,-3.93474,3.5279
4.0,40,-4.37725,3.90191
4.0,41,-4.94942,4.36879
4.0,42,-5.52983,4.82926
4.0,43,-6.24294,5.38786
4.0,44,-7.03469,5.99223
4.0,45,-7.84693,6.59474
4.0,46,-8.82779,7.30397
4.0,47,-9.76776,7.974
4.0,48,-10.6503,8.60998
4.0,49,-11.2113,9.08143
4.0,50,-11.0518,9.24703
4.1,5,-0.428797,0.381578
4.1,6,-0.427146,0.37877
4.1,7,-0.538242,0.486226
4.1,8,-0.554981,0.50374
4.1,9,-0.566223,0.514133
4.1,10,-0.579787,0.526717
4.1,11,-0.592972,0.538108
4.1,12,-0.607428,0.551435
4.1,13,-0.622175,0.565811
4.1,14,-0.63922,0.58131
4.1,15,-0.65784,0.598665
4.1,16,-0.679555,0.618906
4.1,17,-0.70582,0.642487
4.1,18,-0.731372,0.666179
4.1,19,-0.760447,0.692148
4.1,20,-0.791543,0.722072
4.1,21,-0.827,0.756044
4.1,22,-0.931987,0.870726
4.1,23,-0.986571,0.916567
4.1,24,-1.0485,0.965643
4.1,25,-1.11517,1.03032
4.1,26,-1.1868,1.09529
4.1,27,-1.26395,1.16735
4.1,28,-1.35803,1.2549
4.1,29,-1.46072,1.35013
4.1,30,-1.57503,1.45635
4.1,31,-1.79469,1.65645
4.1,32,-1.94566,1.79829
4.1,33,-2.12282,1.95363
4.1,34,-2.32025,2.13368
4.1,35,-2.54677,2.33229
4.1,36,-2.88807,2.64287
4.1,37,-3.18361,2.89398
4.1,38,-3.51755,3.17845
4.1,39,-3.975,3.5684
4.1,40,-4.41364,3.94069
4.1,41,-4.9838,4.40402
4.1,42,-5.55045,4.85387
4.1,43,-6.2496,5.4044
4.1,44,-7.02048,5.99551
4.1,45,-7.80303,6.57785
4.1,46,-8.74344,7.26446
4.1,47,-9.62597,7.89865
4.1,48,-10.4382,8.49551
4.1,49,-10.9015,8.9215
4.1,50,-10.648,9.03784
4.2,5,-0.418391,0.373726
4.2,6,-0.417464,0.371173
4.2,7,-0.529225,0.479563
4.2,8,-0.543747,0.498369
4.2,9,-0.558339,0.507815
4.2,10,-0.572202,0.520958
4.2,11,-0.585284,0.533517
4.2,12,-0.59837,0.546662
4.2,13,-0.614701,0.561674
4.2,14,-0.633417,0.578689
4.2,15,-0.652889,0.59699
4.2,16,-0.675512,0.618012
4.2,17,-0.703469,0.641739
4.2,18,-0.730059,0.666752
4.2,19,-0.759735,0.694844
4.2,20,-0.792255,0.726277
4.2,21,-0.829235,0.761857
4.2,22,-0.93726,0.879092
4.2,23,-0.99368,0.927328
4.2,24,-1.05669,0.97951
4.2,25,-1.12669,1.04697
4.2,26,-1.20062,1.11282
4.2,27,-1.28025,1.18704
4.2,28,-1.37357,1.27441
4.2,29,-1.48234,1.37508
4.2,30,-1.59913,1.48339
4.2,31,-1.82155,1.68962
4.2,32,-1.97638,1.83188
4.2,33,-2.15609,1.98962
4.2,34,-2.35591,2.17069
4.2,35,-2.58413,2.37128
4.2,36,-2.92519,2.68388
4.2,37,-3.22055,2.93458
4.2,38,-3.57158,3.23391
4.2,39,-4.01121,3.60934
4.2,40,-4.44669,3.97618
4.2,41,-5.00806,4.44057
4.2,42,-5.56781,4.87559
4.2,43,-6.25215,5.41659
4.2,44,-7.00005,5.99346
4.2,45,-7.75501,6.55606
4.2,46,-8.65373,7.2179
4.2,47,-9.48371,7.82042
4.2,48,-10.2252,8.38017
4.2,49,-10.6046,8.75684
4.2,50,-10.2556,8.83159
4.3,5,-0.408924,0.36653
4.3,6,-0.40782,0.364438
4.3,7,-0.458233,0.420224
4.3,8,-0.538469,0.492613
4.3,9,-0.550454,0.503757
4.3,10,-0.562794,0.515977
4.3,11,-0.579023,0.529942
4.3,12,-0.59435,0.544963
4.3,13,-0.610875,0.560286
4.3,14,-0.629135,0.577421
4.3,15,-0.649495,0.596504
4.3,16,-0.67236,0.617684
4.3,17,-0.702033,0.643418
4.3,18,-0.719025,0.67384
4.3,19,-0.752831,0.701843
4.3,20,-0.794207,0.731946
4.3,21,-0.833288,0.768943
4.3,22,-0.943842,0.889301
4.3,23,-1.00271,0.939201
4.3,24,-1.06776,0.993436
4.3,25,-1.13529,1.05822
4.3,26,-1.21623,1.13103
4.3,27,-1.30209,1.2115
4.3,28,-1.39835,1.30141
4.3,29,-1.50487,1.40052
4.3,30,-1.62414,1.51095
4.3,31,-1.85054,1.72085
4.3,32,-2.00764,1.8653
4.3,33,-2.18946,2.02388
4.3,34,-2.39068,2.20834
4.3,35,-2.62051,2.40922
4.3,36,-2.96537,2.722
4.3,37,-3.26179,2.97587
4.3,38,-3.59312,3.25947
4.3,39,-4.047,3.64523
4.3,40,-4.47706,4.00904
4.3,41,-5.0338,4.46188
4.3,42,-5.57993,4.89542
4.3,43,-6.24866,5.42667
4.3,44,-6.97782,5.98535
4.3,45,-7.70358,6.53073
4.3,46,-8.56398,7.16728
4.3,47,-9.33821,7.73848
4.3,48,-10.0123,8.2627
4.3,49,-10.3111,8.59887
4.3,50,-9.88083,8.63209
4.4,5,-0.400415,0.360195
4.4,6,-0.399566,0.358551
4.4,7,-0.449305,0.413574
4.4,8,-0.531838,0.488572
4.4,9,-0.544375,0.500094
4.4,10,-0.557291,0.512711
4.4,11,-0.574136,0.527295
4.4,12,-0.589891,0.543168
4.4,13,-0.607084,0.559175
4.4,14,-0.626272,0.577244
4.4,15,-0.647614,0.597312
4.4,16,-0.672225,0.620204
4.4,17,-0.702312,0.646143
4.4,18,-0.730385,0.674196
4.4,19,-0.762668,0.704537
4.4,20,-0.798225,0.738611
4.4,21,-0.838726,0.77726
4.4,22,-0.952198,0.900454
4.4,23,-1.01308,0.952265
4.4,24,-1.07997,1.00854
4.4,25,-1.14948,1.07464
4.4,26,-1.23291,1.15038
4.4,27,-1.32078,1.23305
4.4,28,-1.41957,1.32502
4.4,29,-1.52848,1.42601
4.4,30,-1.64961,1.53883
4.4,31,-1.87968,1.75195
4.4,32,-2.03872,1.89812
4.4,33,-2.22227,2.05858
4.4,34,-2.42496,2.24389
4.4,35,-2.65595,2.44613
4.4,36,-3.00199,2.75933
4.4,37,-3.2982,3.0129
4.4,38,-3.6413,3.30562
4.4,39,-4.07926,3.67916
4.4,40,-4.50436,4.03853
4.4,41,-5.05394,4.48527
4.4,42,-5.58931,4.91095
4.4,43,-6.24497,5.42846
4.4,44,-6.95129,5.97532
4.4,45,-7.64741,6.5014
4.4,46,-8.46901,7.11453
4.4,47,-9.19337,7.65672
4.4,48,-9.80109,8.14387
4.4,49,-10.0256,8.43753
4.4,50,-9.52419,8.43316
4.5,5,-0.392606,0.35449
4.5,6,-0.392488,0.353411
4.5,7,-0.506174,0.464473
4.5,8,-0.524079,0.485877
4.5,9,-0.539421,0.497341
4.5,10,-0.552834,0.510681
4.5,11,-0.570211,0.525825
4.5,12,-0.585239,0.541063
4.5,13,-0.603637,0.558492
4.5,14,-0.624096,0.577628
4.5,15,-0.646779,0.59904
4.5,16,-0.672811,0.623127
4.5,17,-0.702715,0.650791
4.5,18,-0.733078,0.679242
4.5,19,-0.766509,0.710981
4.5,20,-0.80382,0.746288
4.5,21,-0.845923,0.786251
4.5,22,-0.961939,0.912706
4.5,23,-1.02472,0.966617
4.5,24,-1.09456,1.02343
4.5,25,-1.16723,1.09479
4.5,26,-1.25051,1.17045
4.5,27,-1.34057,1.2549
4.5,28,-1.4414,1.3491
4.5,29,-1.55254,1.45217
4.5,30,-1.67571,1.56689
4.5,31,-1.90843,1.78125
4.5,32,-2.07042,1.93114
4.5,33,-2.25505,2.09251
4.5,34,-2.45938,2.27638
4.5,35,-2.69025,2.48133
4.5,36,-3.03813,2.7973
4.5,37,-3.33317,3.04849
4.5,38,-3.65985,3.3311
4.5,39,-4.10967,3.70774
4.5,40,-4.52919,4.06536
4.5,41,-5.07084,4.50607
4.5,42,-5.5954,4.92524
4.5,43,-6.23233,5.43259
4.5,44,-6.9203,5.96219
4.5,45,-7.58902,6.46978
4.5,46,-8.37203,7.05868
4.5,47,-9.04703,7.57188
4.5,48,-9.59306,8.02194
4.5,49,-9.74582,8.28126
4.5,50,-9.17471,8.24483
4.6,5,-0.385831,0.349481
4.6,6,-0.554934,0.403399
4.6,7,-0.501402,0.460628
4.6,8,-0.519549,0.483549
4.6,9,-0.528559,0.489668
4.6,10,-0.552257,0.510539
4.6,11,-0.567689,0.525357
4.6,12,-0.58323,0.541276
4.6,13,-0.602615,0.559422
4.6,14,-0.623891,0.579529
4.6,15,-0.647437,0.601743
4.6,16,-0.674388,0.627131
4.6,17,-0.706245,0.654782
4.6,18,-0.737664,0.684644
4.6,19,-0.771705,0.718611
4.6,20,-0.810466,0.755021
4.6,21,-0.854118,0.796419
4.6,22,-0.972617,0.925724
4.6,23,-1.03753,0.98158
4.6,24,-1.10815,1.04159
4.6,25,-1.18384,1.11318
4.6,26,-1.26909,1.19089
4.6,27,-1.36094,1.27723
4.6,28,-1.45983,1.37025
4.6,29,-1.57698,1.47841
4.6,30,-1.70209,1.59444
4.6,31,-1.93814,1.81265
4.6,32,-2.10256,1.95894
4.6,33,-2.28542,2.1262
4.6,34,-2.49252,2.31038
4.6,35,-2.72398,2.51566
4.6,36,-3.07184,2.83178
4.6,37,-3.36533,3.08239
4.6,38,-3.69444,3.36388
4.6,39,-4.13494,3.74047
4.6,40,-4.55096,4.09059
4.6,41,-5.08173,4.5229
4.6,42,-5.59791,4.9348
4.6,43,-6.22089,5.43038
4.6,44,-6.886,5.9453
4.6,45,-7.52641,6.43501
4.6,46,-8.27382,7.00039
4.6,47,-8.90044,7.48548
4.6,48,-9.38825,7.90304
4.6,49,-9.47461,8.12626
4.6,50,-8.83928,8.05878
4.7,5,-0.379713,0.34557
4.7,6,-0.546116,0.397122
4.7,7,-0.496302,0.45852
4.7,8,-0.516221,0.481904
4.7,9,-0.525253,0.488447
4.7,10,-0.550042,0.5102
4.7,11,-0.565749,0.526119
4.7,12,-0.582435,0.542369
4.7,13,-0.602591,0.561498
4.7,14,-0.624681,0.582423
4.7,15,-0.649321,0.605722
4.7,16,-0.677193,0.632029
4.7,17,-0.709545,0.66158
4.7,18,-0.741984,0.692492
4.7,19,-0.778143,0.726838
4.7,20,-0.818093,0.764912
4.7,21,-0.863293,0.807818
4.7,22,-0.984551,0.939777
4.7,23,-1.05131,0.99738
4.7,24,-1.12361,1.05897
4.7,25,-1.2011,1.13255
4.7,26,-1.2883,1.21178
4.7,27,-1.38225,1.30008
4.7,28,-1.4827,1.39454
4.7,29,-1.60159,1.50461
4.7,30,-1.7282,1.622
4.7,31,-1.96748,1.84264
4.7,32,-2.13297,1.99019
4.7,33,-2.31702,2.15845
4.7,34,-2.5245,2.34289
4.7,35,-2.75591,2.54804
4.7,36,-3.1019,2.86469
4.7,37,-3.39516,3.10805
4.7,38,-3.72339,3.39351
4.7,39,-4.16048,3.76462
4.7,40,-4.57003,4.11176
4.7,41,-5.09254,4.53722
4.7,42,-5.59673,4.94104
4.7,43,-6.20325,5.4253
4.7,44,-6.84871,5.92604
4.7,45,-7.46258,6.39767
4.7,46,-8.17263,6.94014
4.7,47,-8.75344,7.39789
4.7,48,-9.1717,7.78514
4.7,49,-9.21024,7.97392
4.7,50,-8.51908,7.87812
4.8,5,-0.37478,0.341746
4.8,6,-0.376405,0.342721
4.8,7,-0.492825,0.456674
4.8,8,-0.513783,0.481087
4.8,9,-0.530682,0.494427
4.8,10,-0.54898,0.510725
4.8,11,-0.565626,0.526959
4.8,12,-0.582653,0.544363
4.8,13,-0.603616,0.564285
4.8,14,-0.627237,0.586477
4.8,15,-0.652098,0.610445
4.8,16,-0.68021,0.636779
4.8,17,-0.703505,0.672189
4.8,18,-0.737462,0.70425
4.8,19,-0.777831,0.738584
4.8,20,-0.827076,0.775387
4.8,21,-0.873051,0.820077
4.8,22,-0.997381,0.954434
4.8,23,-1.06573,1.01352
4.8,24,-1.14005,1.07669
4.8,25,-1.22224,1.15579
4.8,26,-1.30825,1.23333
4.8,27,-1.40366,1.32296
4.8,28,-1.50462,1.41788
4.8,29,-1.62632,1.53049
4.8,30,-1.75444,1.64956
4.8,31,-1.99616,1.87296
4.8,32,-2.16268,2.02064
4.8,33,-2.34922,2.18865
4.8,34,-2.55521,2.37694
4.8,35,-2.78696,2.57941
4.8,36,-3.13421,2.89469
4.8,37,-3.42338,3.13627
4.8,38,-3.74629,3.41427
4.8,39,-4.18275,3.78994
4.8,40,-4.58551,4.12905
4.8,41,-5.10092,4.5569
4.8,42,-5.5928,4.94397
4.8,43,-6.18628,5.41447
4.8,44,-6.81001,5.90343
4.8,45,-7.39594,6.35735
4.8,46,-8.06962,6.87918
4.8,47,-8.60769,7.30934
4.8,48,-8.98539,7.66483
4.8,49,-8.95348,7.82141
4.8,50,-8.21256,7.70249
4.9,5,-0.370431,0.338972
4.9,6,-0.373397,0.340829
4.9,7,-0.490596,0.455111
4.9,8,-0.512072,0.481287
4.9,9,-0.530301,0.494498
4.9,10,-0.548553,0.51205
4.9,11,-0.565986,0.528988
4.9,12,-0.583836,0.547336
4.9,13,-0.605674,0.56804
4.9,14,-0.630219,0.591056
4.9,15,-0.656053,0.615891
4.9,16,-0.686154,0.644278
4.9,17,-0.721125,0.675328
4.9,18,-0.755815,0.708538
4.9,19,-0.794371,0.745564
4.9,20,-0.836606,0.786733
4.9,21,-0.883976,0.832669
4.9,22,-1.01119,0.969916
4.9,23,-1.08122,1.03047
4.9,24,-1.15703,1.09519
4.9,25,-1.24084,1.17568
4.9,26,-1.32858,1.25469
4.9,27,-1.42553,1.34591
4.9,28,-1.52814,1.4422
4.9,29,-1.6513,1.5563
4.9,30,-1.78061,1.67627
4.9,31,-2.02482,1.90197
4.9,32,-2.192,2.05038
4.9,33,-2.37928,2.21921
4.9,34,-2.58514,2.40717
4.9,35,-2.81675,2.60926
4.9,36,-3.1647,2.92523
4.9,37,-3.45026,3.16877
4.9,38,-3.78624,3.45449
4.9,39,-4.20362,3.8102
4.9,40,-4.59951,4.14532
4.9,41,-5.1062,4.56637
4.9,42,-5.58641,4.94474
4.9,43,-6.16287,5.40458
4.9,44,-6.76634,5.87862
4.9,45,-7.32625,6.31521
4.9,46,-7.96611,6.815
4.9,47,-8.46179,7.22097
4.9,48,-8.79012,7.54674
4.9,49,-8.70296,7.67542
4.9,50,-7.91536,7.5314
5.0,5,-0.367299,0.33684
5.0,6,-0.370193,0.33936
5.0,7,-0.417681,0.392585
5.0,8,-0.514015,0.481611
5.0,9,-0.529694,0.496571
5.0,10,-0.546307,0.512991
5.0,11,-0.567301,0.531981
5.0,12,-0.587803,0.55227
5.0,13,-0.609771,0.573103
5.0,14,-0.634002,0.596474
5.0,15,-0.660908,0.62213
5.0,16,-0.690946,0.6507
5.0,17,-0.728082,0.683587
5.0,18,-0.752361,0.72258
5.0,19,-0.795315,0.759041
5.0,20,-0.846805,0.798856
5.0,21,-0.895683,0.845979
5.0,22,-1.02531,0.98578
5.0,23,-1.09714,1.04772
5.0,24,-1.17456,1.11392
5.0,25,-1.25946,1.19453
5.0,26,-1.34904,1.2764
5.0,27,-1.44763,1.3688
5.0,28,-1.55704,1.47125
5.0,29,-1.67603,1.58183
5.0,30,-1.80663,1.70293
5.0,31,-2.0526,1.93041
5.0,32,-2.21923,2.07941
5.0,33,-2.40819,2.2481
5.0,34,-2.61446,2.43632
5.0,35,-2.84551,2.63782
5.0,36,-3.19207,2.95153
5.0,37,-3.47914,3.19617
5.0,38,-3.80887,3.47759
5.0,39,-4.22245,3.82645
5.0,40,-4.61076,4.15939
5.0,41,-5.11099,4.56721
5.0,42,-5.5771,4.94118
5.0,43,-6.1393,5.39112
5.0,44,-6.7217,5.85264
5.0,45,-7.25582,6.27144
5.0,46,-7.8622,6.74954
5.0,47,-8.31129,7.13177
5.0,48,-8.59598,7.42959
5.0,49,-8.45973,7.52869
5.0,50,-7.62915,7.36422
5.1,5,-0.363921,0.335358
5.1,6,-0.368711,0.338844
5.1,7,-0.488252,0.455441
5.1,8,-0.511618,0.483514
5.1,9,-0.531193,0.498046
5.1,10,-0.547745,0.515806
5.1,11,-0.569534,0.535593
5.1,12,-0.58891,0.555264
5.1,13,-0.612368,0.577574
5.1,14,-0.63794,0.602281
5.1,15,-0.666497,0.629117
5.1,16,-0.698522,0.65962
5.1,17,-0.735544,0.692668
5.1,18,-0.772645,0.728225
5.1,19,-0.812978,0.767986
5.1,20,-0.858189,0.811289
5.1,21,-0.90846,0.859233
5.1,22,-1.04039,1.002
5.1,23,-1.11357,1.06549
5.1,24,-1.19368,1.13134
5.1,25,-1.27571,1.21191
5.1,26,-1.37018,1.29859
5.1,27,-1.46956,1.39173
5.1,28,-1.58055,1.4953
5.1,29,-1.70087,1.60709
5.1,30,-1.83215,1.72914
5.1,31,-2.07962,1.95639
5.1,32,-2.24755,2.11178
5.1,33,-2.4366,2.27631
5.1,34,-2.64297,2.46166
5.1,35,-2.87261,2.6648
5.1,36,-3.21894,2.97912
5.1,37,-3.50311,3.22039
5.1,38,-3.8116,3.48698
5.1,39,-4.2374,3.84607
5.1,40,-4.6195,4.17109
5.1,41,-5.11098,4.57243
5.1,42,-5.56542,4.93941
5.1,43,-6.10965,5.37922
5.1,44,-6.67385,5.82189
5.1,45,-7.1823,6.22615
5.1,46,-7.75675,6.68373
5.1,47,-8.16304,7.04162
5.1,48,-8.40752,7.31313
5.1,49,-8.22035,7.38637
5.1,50,-7.35564,7.20193
5.2,5,-0.361892,0.334252
5.2,6,-0.366826,0.338801
5.2,7,-0.487395,0.456977
5.2,8,-0.512367,0.485695
5.2,9,-0.532189,0.501641
5.2,10,-0.550026,0.519293
5.2,11,-0.572536,0.539784
5.2,12,-0.592659,0.560188
5.2,13,-0.616911,0.583484
5.2,14,-0.643549,0.609009
5.2,15,-0.672762,0.636931
5.2,16,-0.705967,0.668349
5.2,17,-0.743251,0.703069
5.2,18,-0.78139,0.739423
5.2,19,-0.823615,0.779781
5.2,20,-0.870027,0.824229
5.2,21,-0.921582,0.873388
5.2,22,-1.05568,1.01846
5.2,23,-1.13069,1.08336
5.2,24,-1.21184,1.15071
5.2,25,-1.29529,1.23229
5.2,26,-1.39131,1.32006
5.2,27,-1.49165,1.41436
5.2,28,-1.60407,1.51919
5.2,29,-1.72518,1.632
5.2,30,-1.85733,1.75443
5.2,31,-2.10648,1.98339
5.2,32,-2.27464,2.13891
5.2,33,-2.46395,2.30358
5.2,34,-2.66963,2.48826
5.2,35,-2.898,2.69066
5.2,36,-3.24101,3.0039
5.2,37,-3.52512,3.24231
5.2,38,-3.82979,3.50624
5.2,39,-4.25073,3.86142
5.2,40,-4.62612,4.18073
5.2,41,-5.10901,4.57508
5.2,42,-5.55114,4.93319
5.2,43,-6.08235,5.36278
5.2,44,-6.62494,5.79101
5.2,45,-7.10942,6.17853
5.2,46,-7.65146,6.61566
5.2,47,-8.02873,6.95035
5.2,48,-8.21994,7.19703
5.2,49,-7.99528,7.24656
5.2,50,-7.09378,7.04372
5.3,5,-0.360313,0.334053
5.3,6,-0.366285,0.339385
5.3,7,-0.488032,0.458278
5.3,8,-0.516766,0.488086
5.3,9,-0.534407,0.505135
5.3,10,-0.555573,0.525337
5.3,11,-0.575827,0.54503
5.3,12,-0.599032,0.567311
5.3,13,-0.623395,0.590655
5.3,14,-0.650384,0.61667
5.3,15,-0.679969,0.644883
5.3,16,-0.713089,0.676614
5.3,17,-0.740833,0.717091
5.3,18,-0.780142,0.754665
5.3,19,-0.834685,0.792085
5.3,20,-0.881948,0.837783
5.3,21,-0.934693,0.888267
5.3,22,-1.07144,1.03548
5.3,23,-1.1479,1.10163
5.3,24,-1.23028,1.16972
5.3,25,-1.31505,1.2527
5.3,26,-1.41217,1.34167
5.3,27,-1.5137,1.43694
5.3,28,-1.62704,1.5428
5.3,29,-1.74916,1.65604
5.3,30,-1.88201,1.77929
5.3,31,-2.13266,2.00931
5.3,32,-2.30215,2.16085
5.3,33,-2.48974,2.32954
5.3,34,-2.69494,2.51362
5.3,35,-2.92278,2.71492
5.3,36,-3.26544,3.02576
5.3,37,-3.54421,3.26372
5.3,38,-3.8477,3.52156
5.3,39,-4.2628,3.87596
5.3,40,-4.63036,4.18854
5.3,41,-5.10412,4.57533
5.3,42,-5.53504,4.92523
5.3,43,-6.05075,5.34396
5.3,44,-6.57399,5.75851
5.3,45,-7.03383,6.13018
5.3,46,-7.54538,6.54702
5.3,47,-7.88674,6.85976
5.3,48,-8.03797,7.08329
5.3,49,-7.76979,7.10722
5.3,50,-6.8397,6.89041
5.4,5,-0.359475,0.334133
5.4,6,-0.366458,0.34049
5.4,7,-0.490121,0.460336
5.4,8,-0.516439,0.491876
5.4,9,-0.537434,0.509135
5.4,10,-0.559821,0.529561
5.4,11,-0.580712,0.5501
5.4,12,-0.6024,0.572223
5.4,13,-0.628087,0.596899
5.4,14,-0.657161,0.624535
5.4,15,-0.687764,0.653777
5.4,16,-0.72269,0.687284
5.4,17,-0.761803,0.723736
5.4,18,-0.802127,0.762397
5.4,19,-0.846412,0.8047
5.4,20,-0.89502,0.85121
5.4,21,-0.948641,0.903086
5.4,22,-1.0877,1.0525
5.4,23,-1.16524,1.11968
5.4,24,-1.24785,1.19031
5.4,25,-1.33867,1.27781
5.4,26,-1.43259,1.36267
5.4,27,-1.53588,1.45927
5.4,28,-1.64388,1.56065
5.4,29,-1.7727,1.67998
5.4,30,-1.90612,1.80343
5.4,31,-2.15937,2.03346
5.4,32,-2.32617,2.19019
5.4,33,-2.51493,2.35416
5.4,34,-2.71899,2.54017
5.4,35,-2.94556,2.73747
5.4,36,-3.2854,3.0482
5.4,37,-3.56066,3.28006
5.4,38,-3.87757,3.54992
5.4,39,-4.27141,3.88615
5.4,40,-4.63278,4.19411
5.4,41,-5.09621,4.5806
5.4,42,-5.52662,4.91234
5.4,43,-6.01681,5.32278
5.4,44,-6.51907,5.73198
5.4,45,-6.95707,6.08015
5.4,46,-7.43903,6.47945
5.4,47,-7.74576,6.76954
5.4,48,-7.85887,6.96783
5.4,49,-7.5545,6.97478
5.4,50,-6.59542,6.74102
5.5,5,-0.359374,0.335053
5.5,6,-0.367163,0.342305
5.5,7,-0.491937,0.463517
5.5,8,-0.522175,0.495316
5.5,9,-0.540922,0.513792
5.5,10,-0.563466,0.535494
5.5,11,-0.58537,0.556544
5.5,12,-0.609876,0.580252
5.5,13,-0.635831,0.605304
5.5,14,-0.664499,0.632898
5.5,15,-0.69586,0.662997
5.5,16,-0.730862,0.696487
5.5,17,-0.760307,0.738844
5.5,18,-0.801723,0.778134
5.5,19,-0.850083,0.820102
5.5,20,-0.90794,0.865492
5.5,21,-0.962945,0.918038
5.5,22,-1.10399,1.0697
5.5,23,-1.18286,1.13797
5.5,24,-1.26752,1.21005
5.5,25,-1.35828,1.29821
5.5,26,-1.45346,1.38377
5.5,27,-1.55743,1.48112
5.5,28,-1.66615,1.5833
5.5,29,-1.79579,1.70318
5.5,30,-1.92969,1.82719
5.5,31,-2.18417,2.05764
5.5,32,-2.35115,2.21044
5.5,33,-2.53919,2.37811
5.5,34,-2.74196,2.56234
5.5,35,-2.96759,2.75942
5.5,36,-3.30661,3.06731
5.5,37,-3.57541,3.29875
