R/ro;h/ro;Error_Inner_Thin;Error_Outer_Thin;Error_Inner_Thick;Error_Outer_Thick
2.9;0.027777778;-0.951098;0.800121;-5.15937;-7.15475
2.9;0.028571429;-0.97217;0.818775;-5.1371;-7.17865
2.9;0.029411765;-0.9963;0.838758;-5.11327;-7.2059
2.9;0.03030303;-1.08066;0.929664;-5.0141;-7.29719
2.9;0.03125;-1.11453;0.952879;-4.98651;-7.335
2.9;0.032258065;-1.1543;0.979379;-4.95525;-7.37921
2.9;0.033333333;-1.19635;1.01372;-4.91547;-7.42598
2.9;0.034482759;-1.23858;1.05016;-4.87323;-7.47311
2.9;0.035714286;-1.28835;1.09316;-4.82379;-7.52842
2.9;0.037037037;-1.34179;1.13846;-4.77162;-7.58783
2.9;0.038461538;-1.40434;1.19365;-4.70866;-7.65715
2.9;0.04;-1.47961;1.25768;-4.63598;-7.74023
2.9;0.041666667;-1.63349;1.39501;-4.48523;-7.90706
2.9;0.043478261;-1.73493;1.48432;-4.38491;-8.01857
2.9;0.045454545;-1.85895;1.58856;-4.26829;-8.15445
2.9;0.047619048;-2.00159;1.71395;-4.12867;-8.31056
2.9;0.05;-2.17358;1.85929;-3.96726;-8.49836
2.9;0.052631579;-2.44119;2.10177;-3.7022;-8.78836
2.9;0.055555556;-2.68852;2.30617;-3.4766;-9.05759
2.9;0.058823529;-2.98606;2.55593;-3.20193;-9.38108
2.9;0.0625;-3.39547;2.90598;-2.81986;-9.82452
2.9;0.066666667;-3.82752;3.26368;-2.42825;-10.2934
2.9;0.071428571;-4.39938;3.73006;-1.91986;-10.9127
2.9;0.076923077;-5.0306;4.22804;-1.37594;-11.5973
2.9;0.083333333;-5.84273;4.85808;-0.689666;-12.4772
2.9;0.090909091;-6.81374;5.59233;0.1101;-13.53
2.9;0.1;-7.92302;6.38365;0.974365;-14.7356
2.9;0.111111111;-9.36206;7.37603;2.05668;-16.3001
2.9;0.125;-10.996;8.43565;3.21737;-18.0846
2.9;0.142857143;-12.9083;9.60483;4.5041;-20.1855
2.9;0.166666667;-14.9123;10.7575;5.78849;-22.4192
2.9;0.2;-16.6262;11.7237;6.9002;-24.411
3;0.02;-0.606385;0.508986;-5.27115;-6.54763
3;0.020408163;-0.791294;0.572715;-5.20244;-6.74416
3;0.020833333;-0.677722;0.582469;-5.19078;-6.62462
3;0.021276596;-0.736991;0.629974;-5.13912;-6.68816
3;0.02173913;-0.749764;0.642095;-5.12484;-6.70249
3;0.022222222;-0.762946;0.652084;-5.11275;-6.7173
3;0.022727273;-0.776757;0.663619;-5.09896;-6.73281
3;0.023255814;-0.791243;0.675689;-5.08453;-6.74908
3;0.023809524;-0.806656;0.688143;-5.06962;-6.76637
3;0.024390244;-0.821626;0.700812;-5.05439;-6.78326
3;0.025;-0.838231;0.714114;-5.0384;-6.80192
3;0.025641026;-0.855951;0.728713;-5.02094;-6.82183
3;0.026315789;-0.879113;0.747876;-4.99855;-6.84757
3;0.027027027;-0.898102;0.763525;-4.97977;-6.86896
3;0.027777778;-0.911373;0.783159;-4.95664;-6.88437
3;0.028571429;-0.931524;0.802081;-4.93413;-6.90715
3;0.029411765;-0.96396;0.819048;-4.91355;-6.94303
3;0.03030303;-1.04843;0.910173;-4.81437;-7.03413
3;0.03125;-1.08293;0.934592;-4.78557;-7.07241
3;0.032258065;-1.12396;0.961619;-4.75383;-7.11774
3;0.033333333;-1.16564;1.00006;-4.7098;-7.16389
3;0.034482759;-1.21368;1.04005;-4.66391;-7.21693
3;0.035714286;-1.26234;1.08232;-4.61536;-7.27079
3;0.037037037;-1.31843;1.13069;-4.56007;-7.33272
3;0.038461538;-1.38556;1.18925;-4.4937;-7.40657
3;0.04;-1.46275;1.25729;-4.41694;-7.49132
3;0.041666667;-1.62201;1.40031;-4.26052;-7.66329
3;0.043478261;-1.7302;1.49346;-4.15639;-7.78149
3;0.045454545;-1.85775;1.60593;-4.03133;-7.92057
3;0.047619048;-2.0069;1.73664;-3.88641;-8.08298
3;0.05;-2.18672;1.89028;-3.71661;-8.27839
3;0.052631579;-2.4649;2.13974;-3.44477;-8.57864
3;0.055555556;-2.71491;2.35258;-3.21078;-8.84976
3;0.058823529;-3.02169;2.61285;-2.92565;-9.18193
3;0.0625;-3.44072;2.96985;-2.53712;-9.63416
3;0.066666667;-3.87903;3.33451;-2.13908;-10.1082
3;0.071428571;-4.46109;3.80758;-1.62482;-10.7363
3;0.076923077;-5.09324;4.30576;-1.08198;-11.4197
3;0.083333333;-5.91042;4.94534;-0.38726;-12.3022
3;0.090909091;-6.86436;5.66588;0.396097;-13.3337
3;0.1;-7.95355;6.44413;1.24444;-14.5141
3;0.111111111;-9.35439;7.41299;2.29927;-16.0332
3;0.125;-10.9232;8.43708;3.41948;-17.7426
3;0.142857143;-12.7262;9.55194;4.64546;-19.7202
3;0.166666667;-14.5666;10.6299;5.84729;-21.7713
3;0.2;-16.0399;11.4966;6.85022;-23.4966
3.1;0.02;-0.585414;0.495209;-5.0677;-6.30228
3.1;0.020408163;-0.768701;0.557354;-5.00081;-6.49665
3.1;0.020833333;-0.653969;0.566089;-4.99027;-6.37609
3.1;0.021276596;-0.714553;0.614101;-4.9382;-6.44084
3.1;0.02173913;-0.725675;0.626034;-4.92416;-6.45335
3.1;0.022222222;-0.738445;0.635981;-4.91216;-6.46764
3.1;0.022727273;-0.75298;0.647115;-4.89884;-6.48384
3.1;0.023255814;-0.766646;0.658766;-4.8849;-6.49916
3.1;0.023809524;-0.780592;0.670585;-4.8707;-6.51481
3.1;0.024390244;-0.795462;0.682981;-4.85581;-6.5315
3.1;0.025;-0.810902;0.696198;-4.83997;-6.54884
3.1;0.025641026;-0.828272;0.710714;-4.82266;-6.56827
3.1;0.026315789;-0.850879;0.729616;-4.80061;-6.5933
3.1;0.027027027;-0.869693;0.745382;-4.78177;-6.61439
3.1;0.027777778;-0.890567;0.761797;-4.76211;-6.63773
3.1;0.028571429;-0.911972;0.780769;-4.73963;-6.66171
3.1;0.029411765;-0.935728;0.801809;-4.71482;-6.68826
3.1;0.03030303;-1.02054;0.893793;-4.61497;-6.77945
3.1;0.03125;-1.05598;0.919434;-4.58498;-6.81855
3.1;0.032258065;-1.09834;0.948034;-4.55168;-6.86508
3.1;0.033333333;-1.1417;0.98825;-4.50591;-6.91281
3.1;0.034482759;-1.19128;1.03068;-4.45758;-6.96725
3.1;0.035714286;-1.2425;1.07556;-4.40642;-7.02358
3.1;0.037037037;-1.30171;1.12736;-4.34767;-7.08855
3.1;0.038461538;-1.37161;1.18906;-4.27818;-7.16503
3.1;0.04;-1.45254;1.26118;-4.19735;-7.2534
3.1;0.041666667;-1.61771;1.41059;-4.03457;-7.4311
3.1;0.043478261;-1.73099;1.5087;-3.92549;-7.55424
3.1;0.045454545;-1.86503;1.62595;-3.79573;-7.6997
3.1;0.047619048;-2.0193;1.76424;-3.64321;-7.86696
3.1;0.05;-2.20587;1.92429;-3.4671;-8.06886
3.1;0.052631579;-2.49191;2.18357;-3.18558;-8.37652
3.1;0.055555556;-2.75377;2.40407;-2.94413;-8.65932
3.1;0.058823529;-3.06216;2.66509;-2.65895;-8.99216
3.1;0.0625;-3.49087;3.03432;-2.25849;-9.45328
3.1;0.066666667;-3.93479;3.40401;-1.85617;-9.9318
3.1;0.071428571;-4.52137;3.88153;-1.33851;-10.5629
3.1;0.076923077;-5.1544;4.38085;-0.795872;-11.2452
3.1;0.083333333;-5.96029;5.01001;-0.113902;-12.1132
3.1;0.090909091;-6.90915;5.73068;0.667582;-13.1363
3.1;0.1;-7.97621;6.49417;1.49813;-14.2897
3.1;0.111111111;-9.33727;7.43898;2.52482;-15.7621
3.1;0.125;-10.8406;8.42593;3.60283;-17.3969
3.1;0.142857143;-12.5417;9.48843;4.77013;-19.2599
3.1;0.166666667;-14.2201;10.4942;5.8921;-21.1315
3.1;0.2;-15.4618;11.271;6.79624;-22.602
3.2;0.02;-0.566067;0.481594;-4.86937;-6.06411
3.2;0.020408163;-0.566905;0.480698;-4.86907;-6.06562
3.2;0.020833333;-0.679964;0.588001;-4.75471;-6.18552
3.2;0.021276596;-0.692056;0.600119;-4.74059;-6.19897
3.2;0.02173913;-0.703771;0.610103;-4.72866;-6.21204
3.2;0.022222222;-0.716791;0.621256;-4.71544;-6.22653
3.2;0.022727273;-0.72907;0.631803;-4.70279;-6.24027
3.2;0.023255814;-0.742547;0.64303;-4.68936;-6.25532
3.2;0.023809524;-0.756086;0.654596;-4.67548;-6.27047
3.2;0.024390244;-0.77053;0.666727;-4.66094;-6.28662
3.2;0.025;-0.785949;0.679667;-4.64545;-6.30386
3.2;0.025641026;-0.803085;0.694109;-4.62829;-6.32295
3.2;0.026315789;-0.825479;0.712964;-4.60638;-6.34765
3.2;0.027027027;-0.844258;0.728865;-4.58747;-6.36861
3.2;0.027777778;-0.864623;0.746329;-4.56679;-6.3913
3.2;0.028571429;-0.88647;0.765492;-4.5442;-6.41564
3.2;0.029411765;-0.911213;0.786983;-4.51901;-6.44311
3.2;0.03030303;-0.996785;0.880067;-4.41825;-6.53484
3.2;0.03125;-1.03366;0.907509;-4.38647;-6.5753
3.2;0.032258065;-1.07731;0.937777;-4.35154;-6.62302
3.2;0.033333333;-1.12261;0.980401;-4.30339;-6.67261
3.2;0.034482759;-1.17431;1.02512;-4.25282;-6.72908
3.2;0.035714286;-1.2281;1.07274;-4.19894;-6.78792
3.2;0.037037037;-1.29012;1.12782;-4.13694;-6.85562
3.2;0.038461538;-1.3638;1.1934;-4.06358;-6.93581
3.2;0.04;-1.44853;1.26944;-3.97887;-7.02788
3.2;0.041666667;-1.61853;1.42335;-3.81179;-7.21017
3.2;0.043478261;-1.73767;1.52792;-3.69623;-7.3391
3.2;0.045454545;-1.87702;1.65081;-3.56091;-7.4897
3.2;0.047619048;-2.03767;1.79497;-3.40266;-7.66318
3.2;0.05;-2.23011;1.96151;-3.22022;-7.87065
3.2;0.052631579;-2.5254;2.22856;-2.93126;-8.18723
3.2;0.055555556;-2.793;2.45758;-2.6815;-8.47526
3.2;0.058823529;-3.10691;2.72206;-2.39347;-8.81297
3.2;0.0625;-3.54452;3.09868;-1.98627;-9.28222
3.2;0.066666667;-3.99242;3.4721;-1.58111;-9.7636
3.2;0.071428571;-4.58081;3.95197;-1.06233;-10.3949
3.2;0.076923077;-5.21219;4.45062;-0.521863;-11.0735
3.2;0.083333333;-6.01298;5.0774;0.155803;-11.9338
3.2;0.090909091;-6.9491;5.78751;0.924097;-12.9406
3.2;0.1;-7.99074;6.53413;1.7346;-14.064
3.2;0.111111111;-9.31143;7.45475;2.73304;-15.4896
3.2;0.125;-10.7472;8.40431;3.76863;-17.0481
3.2;0.142857143;-12.346;9.41513;4.87803;-18.7971
3.2;0.166666667;-13.8703;10.3507;5.92239;-20.4988
3.2;0.2;-14.9027;11.0407;6.73114;-21.7398
3.3;0.02;-0.546633;0.468384;-4.67719;-5.83262
3.3;0.020408163;-0.725205;0.527016;-4.61431;-6.02119
3.3;0.020833333;-0.609726;0.534554;-4.60512;-5.90027
3.3;0.021276596;-0.671707;0.586197;-4.5495;-5.96616
3.3;0.02173913;-0.681392;0.595711;-4.53812;-5.97705
3.3;0.022222222;-0.694013;0.605831;-4.52604;-5.99106
3.3;0.022727273;-0.706453;0.616411;-4.51342;-6.00491
3.3;0.023255814;-0.7195;0.627482;-4.50021;-6.01944
3.3;0.023809524;-0.733816;0.639473;-4.48596;-6.03534
3.3;0.024390244;-0.747602;0.651446;-4.47165;-6.05074
3.3;0.025;-0.763196;0.664635;-4.45598;-6.06808
3.3;0.025641026;-0.7803;0.679134;-4.43883;-6.08706
3.3;0.026315789;-0.802692;0.69808;-4.41691;-6.11167
3.3;0.027027027;-0.821667;0.714489;-4.39755;-6.13274
3.3;0.027777778;-0.835231;0.735014;-4.37375;-6.14819
3.3;0.028571429;-0.856343;0.755536;-4.34983;-6.17165
3.3;0.029411765;-0.890331;0.774842;-4.32705;-6.20874
3.3;0.03030303;-0.977187;0.869426;-4.22498;-6.30158
3.3;0.03125;-1.01529;0.898652;-4.19146;-6.34319
3.3;0.032258065;-1.06056;0.930827;-4.15466;-6.39246
3.3;0.033333333;-1.10818;0.97557;-4.10446;-6.44433
3.3;0.034482759;-1.16209;1.02283;-4.05139;-6.50293
3.3;0.035714286;-1.21856;1.07347;-3.99454;-6.56439
3.3;0.037037037;-1.28383;1.13181;-3.92933;-6.6353
3.3;0.038461538;-1.36109;1.20128;-3.85213;-6.719
3.3;0.04;-1.44939;1.28089;-3.76394;-6.81455
3.3;0.041666667;-1.62543;1.44091;-3.59088;-7.00272
3.3;0.043478261;-1.74907;1.55093;-3.46996;-7.13602
3.3;0.045454545;-1.89387;1.67907;-3.32954;-7.29192
3.3;0.047619048;-2.06017;1.82864;-3.16607;-7.47085
3.3;0.05;-2.25809;2.00077;-2.9783;-7.68354
3.3;0.052631579;-2.56074;2.27454;-2.68303;-8.00704
3.3;0.055555556;-2.83031;2.50603;-2.4314;-8.29637
3.3;0.058823529;-3.1561;2.78421;-2.12978;-8.6457
3.3;0.0625;-3.596;3.15959;-1.72496;-9.11617
3.3;0.066666667;-4.04667;3.53661;-1.31714;-9.59921
3.3;0.071428571;-4.63747;4.01862;-0.797499;-10.2314
3.3;0.076923077;-5.26636;4.51512;-0.260758;-10.9057
3.3;0.083333333;-6.06703;5.14364;0.416907;-11.7636
3.3;0.090909091;-6.98085;5.83665;1.16516;-12.7443
3.3;0.1;-7.99603;6.56631;1.95559;-13.8368
3.3;0.111111111;-9.27494;7.4609;2.9239;-15.2145
3.3;0.125;-10.6461;8.3745;3.91867;-16.7005
3.3;0.142857143;-12.142;9.33323;4.9699;-18.3357
3.3;0.166666667;-13.5242;10.2018;5.94013;-19.8813
3.3;0.2;-14.3604;10.8097;6.65857;-20.9083
3.4;0.02;-0.52865;0.455601;-4.49191;-5.61025
3.4;0.020408163;-0.703541;0.51205;-4.43148;-5.79456
3.4;0.020833333;-0.589463;0.519671;-4.42225;-5.67532
3.4;0.021276596;-0.653095;0.572088;-4.36596;-5.74281
3.4;0.02173913;-0.661478;0.58171;-4.35452;-5.75228
3.4;0.022222222;-0.674297;0.592129;-4.3422;-5.76644
3.4;0.022727273;-0.687923;0.602833;-4.32951;-5.78149
3.4;0.023255814;-0.700599;0.614034;-4.31623;-5.79557
3.4;0.023809524;-0.713701;0.625374;-4.30273;-5.81014
3.4;0.024390244;-0.727687;0.637672;-4.28816;-5.82569
3.4;0.025;-0.742845;0.651;-4.27241;-5.84251
3.4;0.025641026;-0.760165;0.665863;-4.25497;-5.86165
3.4;0.026315789;-0.782357;0.685003;-4.23295;-5.88596
3.4;0.027027027;-0.801795;0.702038;-4.21303;-5.90744
3.4;0.027777778;-0.823593;0.72002;-4.192;-5.93147
3.4;0.028571429;-0.846461;0.741165;-4.16753;-5.95669
3.4;0.029411765;-0.872569;0.76502;-4.14009;-5.98539
3.4;0.03030303;-0.961011;0.861463;-4.03633;-6.07967
3.4;0.03125;-1.00097;0.892647;-4.0009;-6.12309
3.4;0.032258065;-1.04825;0.926647;-3.96234;-6.17433
3.4;0.033333333;-1.09773;0.973967;-3.90962;-6.22799
3.4;0.034482759;-1.15426;1.02369;-3.85416;-6.28919
3.4;0.035714286;-1.21355;1.07756;-3.79413;-6.35342
3.4;0.037037037;-1.28224;1.1394;-3.72548;-6.4277
3.4;0.038461538;-1.36255;1.21236;-3.64488;-6.51438
3.4;0.04;-1.45456;1.29577;-3.553;-6.61356
3.4;0.041666667;-1.63678;1.46178;-3.37412;-6.80778
3.4;0.043478261;-1.76509;1.57607;-3.24911;-6.94562
3.4;0.045454545;-1.91469;1.70929;-3.10379;-7.10616
3.4;0.047619048;-2.08723;1.86446;-2.93493;-7.29119
3.4;0.05;-2.28989;2.04155;-2.74251;-7.50831
3.4;0.052631579;-2.59753;2.32431;-2.4386;-7.83629
3.4;0.055555556;-2.87797;2.55939;-2.18392;-8.13632
3.4;0.058823529;-3.2016;2.83502;-1.88583;-8.48251
3.4;0.0625;-3.64749;3.22002;-1.47199;-8.95816
3.4;0.066666667;-4.10067;3.599;-1.06324;-9.44265
3.4;0.071428571;-4.69206;4.08124;-0.544742;-10.0739
3.4;0.076923077;-5.31703;4.57463;-0.0127383;-10.7425
3.4;0.083333333;-6.10352;5.1868;0.645981;-11.5834
3.4;0.090909091;-7.00692;5.87893;1.39126;-12.5507
3.4;0.1;-7.9952;6.59081;2.16081;-13.6122
3.4;0.111111111;-9.23176;7.45911;3.09884;-14.9419
3.4;0.125;-10.5363;8.33549;4.0516;-16.3538
3.4;0.142857143;-11.9381;9.24363;5.04643;-17.8851
3.4;0.166666667;-13.1813;10.0472;5.94486;-19.279
3.4;0.2;-13.8375;10.576;6.57641;-20.1102
3.5;0.02;-0.511429;0.443249;-4.31398;-5.39671
3.5;0.020408163;-0.51027;0.440523;-4.3157;-5.39606
3.5;0.020833333;-0.621854;0.547036;-4.20291;-5.51365
3.5;0.021276596;-0.63456;0.560285;-4.18779;-5.52759
3.5;0.02173913;-0.64538;0.569574;-4.17677;-5.53958
3.5;0.022222222;-0.657672;0.580388;-4.16409;-5.55315
3.5;0.022727273;-0.669161;0.590556;-4.15203;-5.5659
3.5;0.023255814;-0.682023;0.601779;-4.1388;-5.58013
3.5;0.023809524;-0.695111;0.613139;-4.12536;-5.59464
3.5;0.024390244;-0.709298;0.625462;-4.11083;-5.61034
3.5;0.025;-0.72467;0.639027;-4.09493;-5.62733
3.5;0.025641026;-0.742223;0.65436;-4.07708;-5.64665
3.5;0.026315789;-0.764686;0.6738;-4.05484;-5.67118
3.5;0.027027027;-0.784622;0.691356;-4.03447;-5.69311
3.5;0.027777778;-0.80671;0.711049;-4.01176;-5.71736
3.5;0.028571429;-0.830641;0.732824;-3.98675;-5.74361
3.5;0.029411765;-0.858149;0.757603;-3.95846;-5.77369
3.5;0.03030303;-0.948489;0.856276;-3.85263;-5.86975
3.5;0.03125;-0.990382;0.889336;-3.81538;-5.91509
3.5;0.032258065;-1.0392;0.925608;-3.7746;-5.96779
3.5;0.033333333;-1.0912;0.975426;-3.71946;-6.02395
3.5;0.034482759;-1.15016;1.02753;-3.66172;-6.08752
3.5;0.035714286;-1.21237;1.08454;-3.59861;-6.15465
3.5;0.037037037;-1.28425;1.14947;-3.52696;-6.23208
3.5;0.038461538;-1.3684;1.22612;-3.44278;-6.32257
3.5;0.04;-1.46391;1.31355;-3.347;-6.42516
3.5;0.041666667;-1.65169;1.48506;-3.16283;-6.62477
3.5;0.043478261;-1.78478;1.60382;-3.03353;-6.76729
3.5;0.045454545;-1.93929;1.74157;-2.8839;-6.9326
3.5;0.047619048;-2.11644;1.90176;-2.7103;-7.12202
3.5;0.05;-2.32338;2.08313;-2.51395;-7.34311
3.5;0.052631579;-2.63745;2.37068;-2.20581;-7.6771
3.5;0.055555556;-2.92252;2.61288;-1.94441;-7.98129
3.5;0.058823529;-3.25376;2.89503;-1.64032;-8.33466
3.5;0.0625;-3.69916;3.27809;-1.22961;-8.80873
3.5;0.066666667;-4.15526;3.65835;-0.820634;-9.29518
3.5;0.071428571;-4.74401;4.13944;-0.304702;-9.92228
3.5;0.076923077;-5.36275;4.62875;0.221574;-10.5827
3.5;0.083333333;-6.13832;5.23644;0.87384;-11.4103
3.5;0.090909091;-7.02754;5.90901;1.59665;-12.3605
3.5;0.1;-7.98633;6.60649;2.34894;-13.3885
3.5;0.111111111;-9.17973;7.44907;3.25741;-14.6696
3.5;0.125;-10.4215;8.28887;4.16903;-16.012
3.5;0.142857143;-11.7296;9.14933;5.1107;-17.4406
3.5;0.166666667;-12.8404;9.89054;5.94032;-18.6905
3.5;0.2;-13.3289;10.3503;6.49578;-19.3402
3.6;0.02;-0.495344;0.431275;-4.14365;-5.19261
3.6;0.020408163;-0.494643;0.42807;-4.1459;-5.19242
3.6;0.020833333;-0.605393;0.534981;-4.03293;-5.30892
3.6;0.021276596;-0.618081;0.548358;-4.01775;-5.3228
3.6;0.02173913;-0.629248;0.557201;-4.00725;-5.33512
3.6;0.022222222;-0.641519;0.568306;-3.99434;-5.34862
3.6;0.022727273;-0.65118;0.578197;-3.98264;-5.35942
3.6;0.023255814;-0.66397;0.589525;-3.96937;-5.37353
3.6;0.023809524;-0.678657;0.601994;-3.95484;-5.38967
3.6;0.024390244;-0.692377;0.614457;-3.94025;-5.40483
3.6;0.025;-0.708584;0.628595;-3.92383;-5.42264
3.6;0.025641026;-0.726572;0.644537;-3.90543;-5.44236
3.6;0.026315789;-0.750216;0.663533;-3.88376;-5.46805
3.6;0.027027027;-0.770898;0.682193;-3.86234;-5.4907
3.6;0.027777778;-0.785891;0.705865;-3.83558;-5.50745
3.6;0.028571429;-0.809667;0.729449;-3.80879;-5.53347
3.6;0.029411765;-0.846978;0.752196;-3.78275;-5.57373
3.6;0.03030303;-0.938942;0.853253;-3.6747;-5.67128
3.6;0.03125;-0.982786;0.888649;-3.63516;-5.71855
3.6;0.032258065;-1.034;0.926873;-3.59251;-5.77363
3.6;0.033333333;-1.08858;0.979122;-3.53501;-5.83234
3.6;0.034482759;-1.1472;1.03121;-3.47749;-5.89542
3.6;0.035714286;-1.21164;1.09031;-3.41243;-5.96471
3.6;0.037037037;-1.28999;1.16248;-3.33347;-6.04872
3.6;0.038461538;-1.3777;1.24244;-3.2461;-6.14272
3.6;0.04;-1.47673;1.33346;-3.14688;-6.24876
3.6;0.041666667;-1.67161;1.51035;-2.95756;-6.45539
3.6;0.043478261;-1.80557;1.63563;-2.82183;-6.5985
3.6;0.045454545;-1.96617;1.77561;-2.67033;-6.76981
3.6;0.047619048;-2.147;1.94026;-2.49257;-6.96266
3.6;0.05;-2.35905;2.12531;-2.29295;-7.18861
3.6;0.052631579;-2.68097;2.41692;-1.98135;-7.53012
3.6;0.055555556;-2.96261;2.65999;-1.71975;-7.83007
3.6;0.058823529;-3.30206;2.94752;-1.41089;-8.19127
3.6;0.0625;-3.75184;3.33283;-0.998875;-8.66893
3.6;0.066666667;-4.20318;3.71318;-0.590899;-9.14934
3.6;0.071428571;-4.79549;4.19462;-0.0759433;-9.77884
3.6;0.076923077;-5.40499;4.67724;0.441927;-10.4282
3.6;0.083333333;-6.1766;5.2847;1.09224;-11.2498
3.6;0.090909091;-7.04027;5.93753;1.79249;-12.1712
3.6;0.1;-7.96988;6.61584;2.52264;-13.1662
3.6;0.111111111;-9.1206;7.43201;3.40099;-14.3997
3.6;0.125;-10.299;8.23626;4.2727;-15.6724
3.6;0.142857143;-11.5169;9.04922;5.16164;-17.0025
3.6;0.166666667;-12.5037;9.7321;5.92693;-18.1181
3.6;0.2;-12.8428;10.1197;6.40332;-18.6065
3.7;0.02;-0.480058;0.420128;-3.98046;-4.9976
3.7;0.020408163;-0.478289;0.41693;-3.98274;-4.99628
3.7;0.020833333;-0.588924;0.523292;-3.87058;-5.11245
3.7;0.021276596;-0.60353;0.536934;-3.85519;-5.1283
3.7;0.02173913;-0.613431;0.547125;-3.84335;-5.13926
3.7;0.022222222;-0.625949;0.558146;-3.83059;-5.15298
3.7;0.022727273;-0.637858;0.568131;-3.81885;-5.1661
3.7;0.023255814;-0.650759;0.579761;-3.80534;-5.18029
3.7;0.023809524;-0.664093;0.591744;-3.7914;-5.19496
3.7;0.024390244;-0.678759;0.605138;-3.77591;-5.21107
3.7;0.025;-0.69464;0.619626;-3.75921;-5.22849
3.7;0.025641026;-0.713201;0.636377;-3.74007;-5.24876
3.7;0.026315789;-0.73654;0.656683;-3.71712;-5.27407
3.7;0.027027027;-0.758079;0.676031;-3.69509;-5.29755
3.7;0.027777778;-0.782371;0.697161;-3.67109;-5.32397
3.7;0.028571429;-0.807877;0.721919;-3.6432;-5.35173
3.7;0.029411765;-0.838138;0.74938;-3.61237;-5.38452
3.7;0.03030303;-0.932697;0.852814;-3.5021;-5.4846
3.7;0.03125;-0.97843;0.890307;-3.46053;-5.53373
3.7;0.032258065;-1.03082;0.932129;-3.41429;-5.58991
3.7;0.033333333;-1.08453;0.981807;-3.35967;-5.64759
3.7;0.034482759;-1.151;1.04044;-3.29553;-5.71872
3.7;0.035714286;-1.22195;1.10506;-3.22493;-5.79466
3.7;0.037037037;-1.29893;1.17758;-3.14586;-5.87706
3.7;0.038461538;-1.38622;1.25923;-3.05702;-5.97041
3.7;0.04;-1.4922;1.35546;-2.95267;-6.08349
3.7;0.041666667;-1.69253;1.53735;-2.75861;-6.29541
3.7;0.043478261;-1.83075;1.66659;-2.61915;-6.44266
3.7;0.045454545;-1.99486;1.81014;-2.46436;-6.61728
3.7;0.047619048;-2.18004;1.97913;-2.28256;-6.81428
3.7;0.05;-2.39607;2.16772;-2.07982;-7.04393
3.7;0.052631579;-2.72253;2.46494;-1.76312;-7.38951
3.7;0.055555556;-3.012;2.71154;-1.49858;-7.69702
3.7;0.058823529;-3.35878;3.0074;-1.18184;-8.06516
3.7;0.0625;-3.79997;3.38591;-0.777954;-8.53288
3.7;0.066666667;-4.25092;3.76543;-0.371909;-9.01191
3.7;0.071428571;-4.83656;4.24269;0.137389;-9.63317
3.7;0.076923077;-5.44306;4.72394;0.652447;-10.2781
3.7;0.083333333;-6.19681;5.31278;1.28167;-11.0793
3.7;0.090909091;-7.05484;5.95586;1.96991;-11.9929
3.7;0.1;-7.94862;6.61904;2.68225;-12.9483
3.7;0.111111111;-9.05591;7.40581;3.52752;-14.1337
3.7;0.125;-10.1719;8.17756;4.3627;-15.338
3.7;0.142857143;-11.2993;8.94246;5.19854;-16.57
3.7;0.166666667;-12.1722;9.57015;5.90303;-17.5625
3.7;0.2;-12.3673;9.89953;6.31516;-17.896
3.8;0.02;-0.465901;0.40943;-3.82472;-4.81192
3.8;0.020408163;-0.464689;0.406097;-3.82718;-4.81118
3.8;0.020833333;-0.57522;0.512948;-3.71473;-4.92704
3.8;0.021276596;-0.586725;0.528714;-3.69719;-4.93961
3.8;0.02173913;-0.600101;0.536661;-3.68775;-4.95417
3.8;0.022222222;-0.612718;0.548175;-3.67454;-4.96796
3.8;0.022727273;-0.622503;0.55828;-3.66275;-4.97882
3.8;0.023255814;-0.635867;0.57024;-3.64897;-4.99346
3.8;0.023809524;-0.649898;0.582974;-3.63432;-5.00883
3.8;0.024390244;-0.665517;0.596953;-3.6183;-5.02589
3.8;0.025;-0.682626;0.61227;-3.60082;-5.04454
3.8;0.025641026;-0.701116;0.62881;-3.58199;-5.06469
3.8;0.026315789;-0.726756;0.65003;-3.55819;-5.09234
3.8;0.027027027;-0.749014;0.67056;-3.53503;-5.11652
3.8;0.027777778;-0.766095;0.69625;-3.50639;-5.13535
3.8;0.028571429;-0.800652;0.719036;-3.48068;-5.17249
3.8;0.029411765;-0.832333;0.74817;-3.44823;-5.20669
3.8;0.03030303;-0.929023;0.854556;-3.33515;-5.3088
3.8;0.03125;-0.977009;0.893991;-3.29171;-5.36018
3.8;0.032258065;-1.03153;0.93789;-3.24347;-5.41847
3.8;0.033333333;-1.08752;0.990092;-3.18642;-5.4784
3.8;0.034482759;-1.15681;1.05174;-3.11935;-5.55232
3.8;0.035714286;-1.23045;1.1193;-3.04592;-5.63092
3.8;0.037037037;-1.31069;1.19467;-2.96413;-5.71655
3.8;0.038461538;-1.40083;1.27908;-2.87268;-5.81268
3.8;0.04;-1.51035;1.37901;-2.7648;-5.92922
3.8;0.041666667;-1.71585;1.56597;-2.56592;-6.14614
3.8;0.043478261;-1.85761;1.69891;-2.423;-6.2968
3.8;0.045454545;-2.0257;1.84573;-2.26525;-6.47524
3.8;0.047619048;-2.21442;2.01795;-2.08059;-6.67554
3.8;0.05;-2.4335;2.20966;-1.87514;-6.90793
3.8;0.052631579;-2.76443;2.50984;-1.55612;-7.25754
